instance,set,dist_mode,mu,lambda,alpha1,alpha2,seed_rule,tiebreak,vehicles,schedule_time,distance,waiting_time,service_time,cpu_ms,feasible
C208,C2,trunc,1,2,0,1,deadline,0,4,9887.6000,885.8000,1.8000,9000.0000,0,1
C208,C2,double,1,1,1,0,far,0,3,9734.8522,689.2128,45.6394,9000.0000,0,1
C208,C2,double,1,1,1,0,deadline,0,4,10488.9722,983.2424,505.7298,9000.0000,0,1
C208,C2,double,1,2,1,0,far,0,3,9764.8269,720.3620,44.4650,9000.0000,0,1
C208,C2,double,1,2,1,0,deadline,0,4,11532.6851,889.3207,1643.3643,9000.0000,0,1
C208,C2,double,1,1,0,1,far,0,4,10333.7196,1333.7196,0.0000,9000.0000,0,1
C208,C2,double,1,1,0,1,deadline,0,3,9979.2932,979.2932,0.0000,9000.0000,0,1
C208,C2,double,1,2,0,1,far,0,4,10471.9407,1302.6790,169.2616,9000.0000,0,1
C208,C2,double,1,2,0,1,deadline,0,4,9890.2725,888.7802,1.4924,9000.0000,0,1
R101,R1,trunc,1,1,1,0,far,0,20,3620.3000,1820.6000,799.7000,1000.0000,0,1
R101,R1,trunc,1,1,1,0,deadline,0,21,3834.9000,1979.8000,855.1000,1000.0000,0,1
R101,R1,trunc,1,2,1,0,far,0,21,3713.1000,1867.1000,846.0000,1000.0000,0,1
R101,R1,trunc,1,2,1,0,deadline,0,22,3870.5000,2039.9000,830.6000,1000.0000,0,1
R101,R1,trunc,1,1,0,1,far,0,23,4022.9000,2061.8000,961.1000,1000.0000,0,1
R101,R1,trunc,1,1,0,1,deadline,0,21,3811.1000,2010.1000,801.0000,1000.0000,0,1
R101,R1,trunc,1,2,0,1,far,0,21,3775.5000,2026.5000,749.0000,1000.0000,0,1
R101,R1,trunc,1,2,0,1,deadline,0,23,4020.5000,2170.1000,850.4000,1000.0000,0,1
R101,R1,double,1,1,1,0,far,0,20,3621.9511,1825.9314,796.0197,1000.0000,0,1
R101,R1,double,1,1,1,0,deadline,0,22,3950.8953,2039.2754,911.6199,1000.0000,0,1
R101,R1,double,1,2,1,0,far,0,21,3714.9262,1872.8034,842.1228,1000.0000,0,1
R101,R1,double,1,2,1,0,deadline,0,22,3872.0940,2045.1944,826.8997,1000.0000,0,1
R101,R1,double,1,1,0,1,far,0,23,3996.1657,2045.6989,950.4668,1000.0000,0,1
R101,R1,double,1,1,0,1,deadline,0,21,3812.4459,2015.2052,797.2408,1000.0000,0,1
R101,R1,double,1,2,0,1,far,0,21,3777.3312,2031.8386,745.4926,1000.0000,0,1
R101,R1,double,1,2,0,1,deadline,0,22,3862.3605,2072.4305,789.9300,1000.0000,0,1
R102,R1,trunc,1,1,1,0,far,0,19,3672.4000,1797.2000,875.2000,1000.0000,0,1
R102,R1,trunc,1,1,1,0,deadline,0,21,3742.4000,1908.9000,833.5000,1000.0000,0,1
R102,R1,trunc,1,2,1,0,far,0,19,3506.6000,1711.0000,795.6000,1000.0000,0,1
R102,R1,trunc,1,2,1,0,deadline,0,19,3628.8000,1859.1000,769.7000,1000.0000,0,1
R102,R1,trunc,1,1,0,1,far,0,21,3843.3000,2039.4000,803.9000,1000.0000,0,1
R102,R1,trunc,1,1,0,1,deadline,0,21,3778.5000,2040.9000,737.6000,1000.0000,0,1
R102,R1,trunc,1,2,0,1,far,0,19,3552.1000,1812.9000,739.2000,1000.0000,0,1
R102,R1,trunc,1,2,0,1,deadline,0,20,3683.1000,1882.4000,800.7000,1000.0000,0,1
R102,R1,double,1,1,1,0,far,0,19,3681.5945,1787.5497,894.0448,1000.0000,0,1
R102,R1,double,1,1,1,0,deadline,0,21,3850.4634,1901.2078,949.2556,1000.0000,0,1
R102,R1,double,1,2,1,0,far,0,19,3562.2607,1704.6990,857.5618,1000.0000,0,1
R102,R1,double,1,2,1,0,deadline,0,20,3742.6349,1894.6952,847.9397,1000.0000,0,1
R102,R1,double,1,1,0,1,far,0,21,3848.4501,2031.5097,816.9404,1000.0000,0,1
R102,R1,double,1,1,0,1,deadline,0,21,3780.9545,2045.9395,735.0151,1000.0000,0,1
R102,R1,double,1,2,0,1,far,0,19,3556.6977,1804.1695,752.5282,1000.0000,0,1
R102,R1,double,1,2,0,1,deadline,0,19,3550.1381,1843.4995,706.6386,1000.0000,0,1
R103,R1,trunc,1,1,1,0,far,0,16,3004.7000,1473.2000,531.5000,1000.0000,0,1
R103,R1,trunc,1,1,1,0,deadline,0,17,3289.0000,1637.1000,651.9000,1000.0000,0,1
R103,R1,trunc,1,2,1,0,far,0,16,3017.4000,1550.0000,467.4000,1000.0000,0,1
R103,R1,trunc,1,2,1,0,deadline,0,16,3205.8000,1605.2000,600.6000,1000.0000,0,1
R103,R1,trunc,1,1,0,1,far,0,18,3521.0000,1908.3000,612.7000,1000.0000,0,1
R103,R1,trunc,1,1,0,1,deadline,0,20,3656.7000,1826.7000,830.0000,1000.0000,0,1
R103,R1,trunc,1,2,0,1,far,0,15,3123.8000,1737.7000,386.1000,1000.0000,0,1
R103,R1,trunc,1,2,0,1,deadline,0,17,3403.0000,1660.6000,742.4000,1000.0000,0,1
R103,R1,double,1,1,1,0,far,0,16,3006.7663,1478.2828,528.4835,1000.0000,0,1
R103,R1,double,1,1,1,0,deadline,0,17,3291.6140,1642.1572,649.4568,1000.0000,0,1
R103,R1,double,1,2,1,0,far,0,16,3019.0171,1533.5394,485.4777,1000.0000,0,1
R103,R1,double,1,2,1,0,deadline,0,16,3181.4575,1546.9618,634.4957,1000.0000,0,1
R103,R1,double,1,1,0,1,far,0,18,3520.9912,1904.4671,616.5241,1000.0000,0,1
R103,R1,double,1,1,0,1,deadline,0,19,3585.4554,1872.7417,712.7136,1000.0000,0,1
R103,R1,double,1,2,0,1,far,0,15,3126.5181,1692.1469,434.3712,1000.0000,0,1
R103,R1,double,1,2,0,1,deadline,0,17,3408.4403,1678.8589,729.5814,1000.0000,0,1
R104,R1,trunc,1,1,1,0,far,0,12,2511.1000,1252.2000,258.9000,1000.0000,0,1
R104,R1,trunc,1,1,1,0,deadline,0,13,2790.4000,1538.3000,252.1000,1000.0000,0,1
R104,R1,trunc,1,2,1,0,far,0,12,2473.6000,1267.5000,206.1000,1000.0000,0,1
R104,R1,trunc,1,2,1,0,deadline,0,12,2622.6000,1322.0000,300.6000,1000.0000,0,1
R104,R1,trunc,1,1,0,1,far,0,12,2641.8000,1396.6000,245.2000,1000.0000,0,1
R104,R1,trunc,1,1,0,1,deadline,0,14,3038.6000,1648.5000,390.1000,1000.0000,0,1
R104,R1,trunc,1,2,0,1,far,0,13,2745.9000,1435.5000,310.4000,1000.0000,0,1
R104,R1,trunc,1,2,0,1,deadline,0,12,2581.6000,1390.8000,190.8000,1000.0000,0,1
R104,R1,double,1,1,1,0,far,0,13,2610.5953,1259.4921,351.1032,1000.0000,0,1
R104,R1,double,1,1,1,0,deadline,0,13,2685.5239,1520.7215,164.8024,1000.0000,0,1
R104,R1,double,1,2,1,0,far,0,12,2474.7799,1248.2042,226.5757,1000.0000,0,1
R104,R1,double,1,2,1,0,deadline,0,12,2610.4423,1336.1605,274.2819,1000.0000,0,1
R104,R1,double,1,1,0,1,far,0,12,2645.3911,1401.7009,243.6901,1000.0000,0,1
R104,R1,double,1,1,0,1,deadline,0,14,3048.3491,1659.1067,389.2424,1000.0000,0,1
R104,R1,double,1,2,0,1,far,0,13,2746.0125,1454.7859,291.2266,1000.0000,0,1
R104,R1,double,1,2,0,1,deadline,0,13,2899.4572,1532.0612,367.3959,1000.0000,0,1
R105,R1,trunc,1,1,1,0,far,0,16,2968.8000,1681.0000,287.8000,1000.0000,0,1
R105,R1,trunc,1,1,1,0,deadline,0,17,3164.5000,1819.3000,345.2000,1000.0000,0,1
R105,R1,trunc,1,2,1,0,far,0,15,2826.1000,1593.4000,232.7000,1000.0000,0,1
R105,R1,trunc,1,2,1,0,deadline,0,17,3176.0000,1771.7000,404.3000,1000.0000,0,1
R105,R1,trunc,1,1,0,1,far,0,15,2867.5000,1723.6000,143.9000,1000.0000,0,1
R105,R1,trunc,1,1,0,1,deadline,0,16,3077.4000,1798.3000,279.1000,1000.0000,0,1
R105,R1,trunc,1,2,0,1,far,0,15,2855.7000,1675.4000,180.3000,1000.0000,0,1
R105,R1,trunc,1,2,0,1,deadline,0,16,3008.2000,1707.0000,301.2000,1000.0000,0,1
R105,R1,double,1,1,1,0,far,0,16,2972.4092,1686.2007,286.2085,1000.0000,0,1
R105,R1,double,1,1,1,0,deadline,0,17,3095.5876,1774.4144,321.1732,1000.0000,0,1
R105,R1,double,1,2,1,0,far,0,15,2829.0851,1598.4000,230.6852,1000.0000,0,1
R105,R1,double,1,2,1,0,deadline,0,18,3287.7406,1861.3431,426.3975,1000.0000,0,1
R105,R1,double,1,1,0,1,far,0,15,2871.4463,1728.4511,142.9952,1000.0000,0,1
R105,R1,double,1,1,0,1,deadline,0,17,3147.3774,1845.5619,301.8155,1000.0000,0,1
R105,R1,double,1,2,0,1,far,0,15,2859.5436,1680.2903,179.2533,1000.0000,0,1
R105,R1,double,1,2,0,1,deadline,0,16,2988.2516,1689.8704,298.3812,1000.0000,0,1
R106,R1,trunc,1,1,1,0,far,0,14,2754.9000,1437.7000,317.2000,1000.0000,0,1
R106,R1,trunc,1,1,1,0,deadline,0,15,2856.8000,1495.1000,361.7000,1000.0000,0,1
R106,R1,trunc,1,2,1,0,far,0,14,2708.6000,1446.6000,262.0000,1000.0000,0,1
R106,R1,trunc,1,2,1,0,deadline,0,15,2913.0000,1639.3000,273.7000,1000.0000,0,1
R106,R1,trunc,1,1,0,1,far,0,13,2768.9000,1565.9000,203.0000,1000.0000,0,1
R106,R1,trunc,1,1,0,1,deadline,0,17,3138.2000,1805.5000,332.7000,1000.0000,0,1
R106,R1,trunc,1,2,0,1,far,0,14,2869.1000,1690.5000,178.6000,1000.0000,0,1
R106,R1,trunc,1,2,0,1,deadline,0,14,2811.2000,1621.3000,189.9000,1000.0000,0,1
R106,R1,double,1,1,1,0,far,0,14,2757.8585,1442.7245,315.1341,1000.0000,0,1
R106,R1,double,1,1,1,0,deadline,0,15,2937.9357,1572.9689,364.9668,1000.0000,0,1
R106,R1,double,1,2,1,0,far,0,14,2724.9981,1456.5914,268.4067,1000.0000,0,1
R106,R1,double,1,2,1,0,deadline,0,15,2950.9382,1627.4474,323.4908,1000.0000,0,1
R106,R1,double,1,1,0,1,far,0,13,2749.3941,1559.9876,189.4065,1000.0000,0,1
R106,R1,double,1,1,0,1,deadline,0,17,3171.7734,1832.1026,339.6708,1000.0000,0,1
R106,R1,double,1,2,0,1,far,0,14,2840.4029,1669.0617,171.3413,1000.0000,0,1
R106,R1,double,1,2,0,1,deadline,0,14,2801.1744,1619.9120,181.2624,1000.0000,0,1
R107,R1,trunc,1,1,1,0,far,0,12,2476.1000,1317.8000,158.3000,1000.0000,0,1
R107,R1,trunc,1,1,1,0,deadline,0,13,2690.3000,1448.0000,242.3000,1000.0000,0,1
R107,R1,trunc,1,2,1,0,far,0,12,2575.1000,1354.1000,221.0000,1000.0000,0,1
R107,R1,trunc,1,2,1,0,deadline,0,12,2597.0000,1393.1000,203.9000,1000.0000,0,1
R107,R1,trunc,1,1,0,1,far,0,12,2520.7000,1504.7000,16.0000,1000.0000,0,1
R107,R1,trunc,1,1,0,1,deadline,0,13,2671.4000,1497.1000,174.3000,1000.0000,0,1
R107,R1,trunc,1,2,0,1,far,0,12,2654.7000,1574.5000,80.2000,1000.0000,0,1
R107,R1,trunc,1,2,0,1,deadline,0,13,2713.5000,1509.8000,203.7000,1000.0000,0,1
R107,R1,double,1,1,1,0,far,0,12,2452.1424,1339.4141,112.7283,1000.0000,0,1
R107,R1,double,1,1,1,0,deadline,0,13,2661.1627,1407.9400,253.2228,1000.0000,0,1
R107,R1,double,1,2,1,0,far,0,12,2493.4941,1343.0279,150.4662,1000.0000,0,1
R107,R1,double,1,2,1,0,deadline,0,13,2794.7310,1516.5882,278.1428,1000.0000,0,1
R107,R1,double,1,1,0,1,far,0,12,2566.5000,1506.0534,60.4465,1000.0000,0,1
R107,R1,double,1,1,0,1,deadline,0,14,2785.8527,1579.7302,206.1225,1000.0000,0,1
R107,R1,double,1,2,0,1,far,0,12,2573.2517,1515.5116,57.7400,1000.0000,0,1
R107,R1,double,1,2,0,1,deadline,0,14,2876.6415,1562.1647,314.4767,1000.0000,0,1
R108,R1,trunc,1,1,1,0,far,0,11,2333.4000,1187.1000,146.3000,1000.0000,0,1
R108,R1,trunc,1,1,1,0,deadline,0,11,2358.2000,1307.8000,50.4000,1000.0000,0,1
R108,R1,trunc,1,2,1,0,far,0,11,2290.2000,1226.0000,64.2000,1000.0000,0,1
R108,R1,trunc,1,2,1,0,deadline,0,11,2466.5000,1392.6000,73.9000,1000.0000,0,1
R108,R1,trunc,1,1,0,1,far,0,11,2395.0000,1232.9000,162.1000,1000.0000,0,1
R108,R1,trunc,1,1,0,1,deadline,0,11,2426.0000,1420.0000,6.0000,1000.0000,0,1
R108,R1,trunc,1,2,0,1,far,0,11,2403.2000,1320.5000,82.7000,1000.0000,0,1
R108,R1,trunc,1,2,0,1,deadline,0,12,2581.1000,1516.8000,64.3000,1000.0000,0,1
R108,R1,double,1,1,1,0,far,0,11,2336.8357,1191.7006,145.1350,1000.0000,0,1
R108,R1,double,1,1,1,0,deadline,0,11,2361.9675,1301.8346,60.1329,1000.0000,0,1
R108,R1,double,1,2,1,0,far,0,11,2320.2767,1211.8266,108.4500,1000.0000,0,1
R108,R1,double,1,2,1,0,deadline,0,11,2386.5330,1378.3257,8.2073,1000.0000,0,1
R108,R1,double,1,1,0,1,far,0,11,2395.1779,1226.2509,168.9270,1000.0000,0,1
R108,R1,double,1,1,0,1,deadline,0,12,2596.9114,1497.3463,99.5650,1000.0000,0,1
R108,R1,double,1,2,0,1,far,0,11,2321.5080,1270.1500,51.3579,1000.0000,0,1
R108,R1,double,1,2,0,1,deadline,0,12,2642.6347,1554.4982,88.1364,1000.0000,0,1
R109,R1,trunc,1,1,1,0,far,0,13,2566.8000,1382.4000,184.4000,1000.0000,0,1
R109,R1,trunc,1,1,1,0,deadline,0,15,2953.8000,1745.1000,208.7000,1000.0000,0,1
R109,R1,trunc,1,2,1,0,far,0,14,2679.8000,1457.8000,222.0000,1000.0000,0,1
R109,R1,trunc,1,2,1,0,deadline,0,16,2938.6000,1755.4000,183.2000,1000.0000,0,1
R109,R1,trunc,1,1,0,1,far,0,13,2549.1000,1487.2000,61.9000,1000.0000,0,1
R109,R1,trunc,1,1,0,1,deadline,0,14,2856.2000,1783.4000,72.8000,1000.0000,0,1
R109,R1,trunc,1,2,0,1,far,0,14,2610.3000,1571.9000,38.4000,1000.0000,0,1
R109,R1,trunc,1,2,0,1,deadline,0,15,2974.7000,1811.9000,162.8000,1000.0000,0,1
R109,R1,double,1,1,1,0,far,0,14,2696.2041,1412.7924,283.4116,1000.0000,0,1
R109,R1,double,1,1,1,0,deadline,0,14,2830.0893,1691.8125,138.2768,1000.0000,0,1
R109,R1,double,1,2,1,0,far,0,14,2644.4454,1431.0031,213.4423,1000.0000,0,1
R109,R1,double,1,2,1,0,deadline,0,15,2928.1569,1689.9672,238.1898,1000.0000,0,1
R109,R1,double,1,1,0,1,far,0,14,2654.0964,1550.5313,103.5652,1000.0000,0,1
R109,R1,double,1,1,0,1,deadline,0,15,2916.5258,1853.0611,63.4647,1000.0000,0,1
R109,R1,double,1,2,0,1,far,0,14,2613.9905,1576.3849,37.6056,1000.0000,0,1
R109,R1,double,1,2,0,1,deadline,0,15,2964.6594,1818.6324,146.0270,1000.0000,0,1
R110,R1,trunc,1,1,1,0,far,0,12,2437.1000,1313.9000,123.2000,1000.0000,0,1
R110,R1,trunc,1,1,1,0,deadline,0,14,2848.8000,1555.6000,293.2000,1000.0000,0,1
R110,R1,trunc,1,2,1,0,far,0,12,2382.4000,1339.0000,43.4000,1000.0000,0,1
R110,R1,trunc,1,2,1,0,deadline,0,14,2907.9000,1775.0000,132.9000,1000.0000,0,1
R110,R1,trunc,1,1,0,1,far,0,13,2502.1000,1486.9000,15.2000,1000.0000,0,1
R110,R1,trunc,1,1,0,1,deadline,0,14,2757.6000,1636.9000,120.7000,1000.0000,0,1
R110,R1,trunc,1,2,0,1,far,0,13,2506.9000,1395.6000,111.3000,1000.0000,0,1
R110,R1,trunc,1,2,0,1,deadline,0,14,2814.1000,1708.9000,105.2000,1000.0000,0,1
R110,R1,double,1,1,1,0,far,0,13,2571.0545,1290.5537,280.5008,1000.0000,0,1
R110,R1,double,1,1,1,0,deadline,0,13,2725.8727,1520.0551,205.8176,1000.0000,0,1
R110,R1,double,1,2,1,0,far,0,12,2445.6504,1376.8810,68.7695,1000.0000,0,1
R110,R1,double,1,2,1,0,deadline,0,13,2674.1476,1579.1993,94.9483,1000.0000,0,1
R110,R1,double,1,1,0,1,far,0,13,2517.7824,1462.4082,55.3743,1000.0000,0,1
R110,R1,double,1,1,0,1,deadline,0,14,2728.0965,1628.9898,99.1067,1000.0000,0,1
R110,R1,double,1,2,0,1,far,0,13,2511.1834,1400.3738,110.8096,1000.0000,0,1
R110,R1,double,1,2,0,1,deadline,0,14,2903.5281,1735.8172,167.7108,1000.0000,0,1
R111,R1,trunc,1,1,1,0,far,0,13,2508.4000,1267.1000,241.3000,1000.0000,0,1
R111,R1,trunc,1,1,1,0,deadline,0,14,2796.5000,1581.0000,215.5000,1000.0000,0,1
R111,R1,trunc,1,2,1,0,far,0,12,2424.1000,1276.6000,147.5000,1000.0000,0,1
R111,R1,trunc,1,2,1,0,deadline,0,13,2707.2000,1430.5000,276.7000,1000.0000,0,1
R111,R1,trunc,1,1,0,1,far,0,13,2608.3000,1423.9000,184.4000,1000.0000,0,1
R111,R1,trunc,1,1,0,1,deadline,0,14,2790.3000,1583.2000,207.1000,1000.0000,0,1
R111,R1,trunc,1,2,0,1,far,0,12,2566.4000,1486.7000,79.7000,1000.0000,0,1
R111,R1,trunc,1,2,0,1,deadline,0,13,2678.6000,1515.3000,163.3000,1000.0000,0,1
R111,R1,double,1,1,1,0,far,0,13,2511.7134,1271.9241,239.7893,1000.0000,0,1
R111,R1,double,1,1,1,0,deadline,0,14,2814.6419,1579.0088,235.6331,1000.0000,0,1
R111,R1,double,1,2,1,0,far,0,12,2442.4097,1309.0426,133.3671,1000.0000,0,1
R111,R1,double,1,2,1,0,deadline,0,13,2657.4338,1408.9964,248.4374,1000.0000,0,1
R111,R1,double,1,1,0,1,far,0,13,2642.7039,1433.8018,208.9021,1000.0000,0,1
R111,R1,double,1,1,0,1,deadline,0,14,2817.0786,1607.5574,209.5211,1000.0000,0,1
R111,R1,double,1,2,0,1,far,0,12,2473.8223,1399.5522,74.2701,1000.0000,0,1
R111,R1,double,1,2,0,1,deadline,0,13,2685.7747,1528.4418,157.3329,1000.0000,0,1
R112,R1,trunc,1,1,1,0,far,0,11,2242.6000,1171.3000,71.3000,1000.0000,0,1
R112,R1,trunc,1,1,1,0,deadline,0,13,2657.2000,1480.3000,176.9000,1000.0000,0,1
R112,R1,trunc,1,2,1,0,far,0,11,2245.7000,1188.1000,57.6000,1000.0000,0,1
R112,R1,trunc,1,2,1,0,deadline,0,11,2395.6000,1342.9000,52.7000,1000.0000,0,1
R112,R1,trunc,1,1,0,1,far,0,11,2193.6000,1164.7000,28.9000,1000.0000,0,1
R112,R1,trunc,1,1,0,1,deadline,0,11,2382.6000,1375.7000,6.9000,1000.0000,0,1
R112,R1,trunc,1,2,0,1,far,0,11,2289.4000,1260.5000,28.9000,1000.0000,0,1
R112,R1,trunc,1,2,0,1,deadline,0,11,2343.8000,1340.5000,3.3000,1000.0000,0,1
R112,R1,double,1,1,1,0,far,0,11,2235.3706,1180.7016,54.6691,1000.0000,0,1
R112,R1,double,1,1,1,0,deadline,0,13,2679.7406,1519.9826,159.7580,1000.0000,0,1
R112,R1,double,1,2,1,0,far,0,11,2325.7231,1283.9382,41.7849,1000.0000,0,1
R112,R1,double,1,2,1,0,deadline,0,12,2546.1931,1500.0037,46.1894,1000.0000,0,1
R112,R1,double,1,1,0,1,far,0,11,2208.6813,1208.6813,0.0000,1000.0000,0,1
R112,R1,double,1,1,0,1,deadline,0,11,2280.9195,1276.1743,4.7452,1000.0000,0,1
R112,R1,double,1,2,0,1,far,0,11,2301.9965,1273.1769,28.8197,1000.0000,0,1
R112,R1,double,1,2,0,1,deadline,0,12,2451.8346,1405.0006,46.8339,1000.0000,0,1
R201,R2,trunc,1,1,1,0,far,0,5,3671.0000,1849.3000,821.7000,1000.0000,0,1
R201,R2,trunc,1,1,1,0,deadline,0,4,3346.1000,1777.7000,568.4000,1000.0000,0,1
R201,R2,trunc,1,2,1,0,far,0,5,3480.8000,1805.3000,675.5000,1000.0000,0,1
R201,R2,trunc,1,2,1,0,deadline,0,5,3680.8000,1812.8000,868.0000,1000.0000,0,1
R201,R2,trunc,1,1,0,1,far,0,5,3619.4000,1999.5000,619.9000,1000.0000,0,1
R201,R2,trunc,1,1,0,1,deadline,0,5,3678.3000,2120.4000,557.9000,1000.0000,0,1
R201,R2,trunc,1,2,0,1,far,0,5,3719.9000,1865.4000,854.5000,1000.0000,0,1
R201,R2,trunc,1,2,0,1,deadline,0,5,3441.6000,1888.2000,553.4000,1000.0000,0,1
R201,R2,double,1,1,1,0,far,0,5,3625.6858,1813.9408,811.7450,1000.0000,0,1
R201,R2,double,1,1,1,0,deadline,0,4,3347.0131,1782.0354,564.9778,1000.0000,0,1
R201,R2,double,1,2,1,0,far,0,5,3481.8528,1809.4850,672.3677,1000.0000,0,1
R201,R2,double,1,2,1,0,deadline,0,5,3682.3818,1817.0559,865.3258,1000.0000,0,1
R201,R2,double,1,1,0,1,far,0,4,3229.6722,1929.4340,300.2382,1000.0000,0,1
R201,R2,double,1,1,0,1,deadline,0,5,3520.9377,2017.1695,503.7682,1000.0000,0,1
R201,R2,double,1,2,0,1,far,0,4,3265.8199,1879.0814,386.7385,1000.0000,0,1
R201,R2,double,1,2,0,1,deadline,0,4,3099.3614,1817.6696,281.6918,1000.0000,0,1
R202,R2,trunc,1,1,1,0,far,0,4,3329.2000,1592.4000,736.8000,1000.0000,0,1
R202,R2,trunc,1,1,1,0,deadline,0,4,3329.1000,1700.0000,629.1000,1000.0000,0,1
R202,R2,trunc,1,2,1,0,far,0,4,3338.1000,1585.0000,753.1000,1000.0000,0,1
R202,R2,trunc,1,2,1,0,deadline,0,4,3354.4000,1572.0000,782.4000,1000.0000,0,1
R202,R2,trunc,1,1,0,1,far,0,4,3146.7000,1802.9000,343.8000,1000.0000,0,1
R202,R2,trunc,1,1,0,1,deadline,0,5,3634.6000,1874.0000,760.6000,1000.0000,0,1
R202,R2,trunc,1,2,0,1,far,0,5,3445.4000,1703.7000,741.7000,1000.0000,0,1
R202,R2,trunc,1,2,0,1,deadline,0,5,3588.6000,1769.5000,819.1000,1000.0000,0,1
R202,R2,double,1,1,1,0,far,0,4,3299.6998,1617.0068,682.6929,1000.0000,0,1
R202,R2,double,1,1,1,0,deadline,0,5,3646.2534,1689.9453,956.3081,1000.0000,0,1
R202,R2,double,1,2,1,0,far,0,4,3327.7301,1572.9276,754.8025,1000.0000,0,1
R202,R2,double,1,2,1,0,deadline,0,4,3235.4487,1563.8777,671.5710,1000.0000,0,1
R202,R2,double,1,1,0,1,far,0,5,3499.6466,1874.8036,624.8431,1000.0000,0,1
R202,R2,double,1,1,0,1,deadline,0,5,3763.5627,1780.8563,982.7065,1000.0000,0,1
R202,R2,double,1,2,0,1,far,0,4,3256.9613,1774.6439,482.3174,1000.0000,0,1
R202,R2,double,1,2,0,1,deadline,0,4,3104.5107,1611.5968,492.9138,1000.0000,0,1
R203,R2,trunc,1,1,1,0,far,0,4,3226.7000,1473.2000,753.5000,1000.0000,0,1
R203,R2,trunc,1,1,1,0,deadline,0,3,2808.5000,1574.2000,234.3000,1000.0000,0,1
R203,R2,trunc,1,2,1,0,far,0,4,3299.0000,1534.3000,764.7000,1000.0000,0,1
R203,R2,trunc,1,2,1,0,deadline,0,3,2865.8000,1489.0000,376.8000,1000.0000,0,1
R203,R2,trunc,1,1,0,1,far,0,4,2938.9000,1627.8000,311.1000,1000.0000,0,1
R203,R2,trunc,1,1,0,1,deadline,0,4,2767.7000,1497.9000,269.8000,1000.0000,0,1
R203,R2,trunc,1,2,0,1,far,0,4,3294.3000,1583.2000,711.1000,1000.0000,0,1
R203,R2,trunc,1,2,0,1,deadline,0,4,2878.4000,1431.2000,447.2000,1000.0000,0,1
R203,R2,double,1,1,1,0,far,0,4,3223.4533,1478.2551,745.1982,1000.0000,0,1
R203,R2,double,1,1,1,0,deadline,0,3,2811.3161,1578.4985,232.8176,1000.0000,0,1
R203,R2,double,1,2,1,0,far,0,4,3299.8521,1538.6470,761.2051,1000.0000,0,1
R203,R2,double,1,2,1,0,deadline,0,4,3294.1602,1488.1581,806.0021,1000.0000,0,1
R203,R2,double,1,1,0,1,far,0,4,3149.0395,1612.2621,536.7773,1000.0000,0,1
R203,R2,double,1,1,0,1,deadline,0,4,2969.4596,1539.9156,429.5440,1000.0000,0,1
R203,R2,double,1,2,0,1,far,0,4,3293.5622,1688.5275,605.0348,1000.0000,0,1
R203,R2,double,1,2,0,1,deadline,0,4,2832.7262,1461.8503,370.8759,1000.0000,0,1
R204,R2,trunc,1,1,1,0,far,0,3,2329.4000,1128.5000,200.9000,1000.0000,0,1
R204,R2,trunc,1,1,1,0,deadline,0,4,2696.8000,1290.1000,406.7000,1000.0000,0,1
R204,R2,trunc,1,2,1,0,far,0,4,3289.8000,1155.2000,1134.6000,1000.0000,0,1
R204,R2,trunc,1,2,1,0,deadline,0,3,2858.7000,1167.4000,691.3000,1000.0000,0,1
R204,R2,trunc,1,1,0,1,far,0,4,2880.9000,1323.4000,557.5000,1000.0000,0,1
R204,R2,trunc,1,1,0,1,deadline,0,3,2430.2000,1246.4000,183.8000,1000.0000,0,1
R204,R2,trunc,1,2,0,1,far,0,4,2846.7000,1267.4000,579.3000,1000.0000,0,1
R204,R2,trunc,1,2,0,1,deadline,0,3,2430.5000,1223.9000,206.6000,1000.0000,0,1
R204,R2,double,1,1,1,0,far,0,3,2349.8149,1110.0869,239.7280,1000.0000,0,1
R204,R2,double,1,1,1,0,deadline,0,4,2697.2237,1293.6118,403.6119,1000.0000,0,1
R204,R2,double,1,2,1,0,far,0,3,2840.1989,1153.4110,686.7879,1000.0000,0,1
R204,R2,double,1,2,1,0,deadline,0,3,2860.3240,1127.1637,733.1603,1000.0000,0,1
R204,R2,double,1,1,0,1,far,0,3,2356.0174,1232.5688,123.4486,1000.0000,0,1
R204,R2,double,1,1,0,1,deadline,0,3,2444.1521,1253.3174,190.8348,1000.0000,0,1
R204,R2,double,1,2,0,1,far,0,4,2859.0869,1324.4797,534.6073,1000.0000,0,1
R204,R2,double,1,2,0,1,deadline,0,4,2846.6264,1279.8842,566.7422,1000.0000,0,1
R205,R2,trunc,1,1,1,0,far,0,4,2953.2000,1444.2000,509.0000,1000.0000,0,1
R205,R2,trunc,1,1,1,0,deadline,0,4,2882.4000,1657.2000,225.2000,1000.0000,0,1
R205,R2,trunc,1,2,1,0,far,0,4,2749.7000,1403.3000,346.4000,1000.0000,0,1
R205,R2,trunc,1,2,1,0,deadline,0,4,2835.3000,1395.1000,440.2000,1000.0000,0,1
R205,R2,trunc,1,1,0,1,far,0,3,2607.3000,1596.9000,10.4000,1000.0000,0,1
R205,R2,trunc,1,1,0,1,deadline,0,3,2563.8000,1557.8000,6.0000,1000.0000,0,1
R205,R2,trunc,1,2,0,1,far,0,3,2503.4000,1481.8000,21.6000,1000.0000,0,1
R205,R2,trunc,1,2,0,1,deadline,0,3,2373.3000,1335.5000,37.8000,1000.0000,0,1
