instance,set,dist_mode,mu,lambda,alpha1,alpha2,seed_rule,tiebreak,vehicles,schedule_time,distance,waiting_time,service_time,cpu_ms,feasible
R205,R2,double,1,1,1,0,far,0,4,2962.3849,1455.8798,506.5051,1000.0000,0,1
R205,R2,double,1,1,1,0,deadline,0,4,3057.4196,1669.5154,387.9041,1000.0000,0,1
R205,R2,double,1,2,1,0,far,0,4,2772.0819,1386.1015,385.9805,1000.0000,0,1
R205,R2,double,1,2,1,0,deadline,0,4,2838.5988,1397.1961,441.4027,1000.0000,0,1
R205,R2,double,1,1,0,1,far,0,3,2633.6585,1623.6043,10.0542,1000.0000,0,1
R205,R2,double,1,1,0,1,deadline,0,3,2550.8335,1538.9340,11.8995,1000.0000,0,1
R205,R2,double,1,2,0,1,far,0,4,2775.8770,1613.2070,162.6700,1000.0000,0,1
R205,R2,double,1,2,0,1,deadline,0,3,2376.7890,1340.0413,36.7477,1000.0000,0,1
R206,R2,trunc,1,1,1,0,far,0,3,2695.7000,1380.8000,314.9000,1000.0000,0,1
R206,R2,trunc,1,1,1,0,deadline,0,4,2720.3000,1491.5000,228.8000,1000.0000,0,1
R206,R2,trunc,1,2,1,0,far,0,3,2574.3000,1303.5000,270.8000,1000.0000,0,1
R206,R2,trunc,1,2,1,0,deadline,0,4,2835.9000,1368.8000,467.1000,1000.0000,0,1
R206,R2,trunc,1,1,0,1,far,0,3,2579.8000,1461.5000,118.3000,1000.0000,0,1
R206,R2,trunc,1,1,0,1,deadline,0,3,2532.7000,1516.3000,16.4000,1000.0000,0,1
R206,R2,trunc,1,2,0,1,far,0,3,2625.3000,1443.4000,181.9000,1000.0000,0,1
R206,R2,trunc,1,2,0,1,deadline,0,3,2453.9000,1319.6000,134.3000,1000.0000,0,1
R206,R2,double,1,1,1,0,far,0,3,2696.9778,1385.2383,311.7395,1000.0000,0,1
R206,R2,double,1,1,1,0,deadline,0,4,2725.9305,1475.7641,250.1664,1000.0000,0,1
R206,R2,double,1,2,1,0,far,0,3,2576.1554,1307.6124,268.5430,1000.0000,0,1
R206,R2,double,1,2,1,0,deadline,0,3,2421.0394,1269.7795,151.2599,1000.0000,0,1
R206,R2,double,1,1,0,1,far,0,3,2482.9950,1459.5503,23.4448,1000.0000,0,1
R206,R2,double,1,1,0,1,deadline,0,4,2769.2717,1539.5875,229.6842,1000.0000,0,1
R206,R2,double,1,2,0,1,far,0,3,2607.9792,1498.2969,109.6824,1000.0000,0,1
R206,R2,double,1,2,0,1,deadline,0,3,2434.1616,1365.8735,68.2881,1000.0000,0,1
R207,R2,trunc,1,1,1,0,far,0,3,2735.9000,1192.8000,543.1000,1000.0000,0,1
R207,R2,trunc,1,1,1,0,deadline,0,4,2565.1000,1336.9000,228.2000,1000.0000,0,1
R207,R2,trunc,1,2,1,0,far,0,3,2374.5000,1169.9000,204.6000,1000.0000,0,1
R207,R2,trunc,1,2,1,0,deadline,0,3,2750.7000,1417.8000,332.9000,1000.0000,0,1
R207,R2,trunc,1,1,0,1,far,0,3,2348.7000,1272.0000,76.7000,1000.0000,0,1
R207,R2,trunc,1,1,0,1,deadline,0,3,2392.2000,1348.4000,43.8000,1000.0000,0,1
R207,R2,trunc,1,2,0,1,far,0,3,2377.3000,1284.1000,93.2000,1000.0000,0,1
R207,R2,trunc,1,2,0,1,deadline,0,3,2337.4000,1242.1000,95.3000,1000.0000,0,1
R207,R2,double,1,1,1,0,far,0,3,2635.0308,1200.2522,434.7785,1000.0000,0,1
R207,R2,double,1,1,1,0,deadline,0,3,2543.7517,1414.2981,129.4535,1000.0000,0,1
R207,R2,double,1,2,1,0,far,0,3,2640.4080,1137.9402,502.4678,1000.0000,0,1
R207,R2,double,1,2,1,0,deadline,0,3,2796.2745,1156.8706,639.4039,1000.0000,0,1
R207,R2,double,1,1,0,1,far,0,3,2664.2715,1390.3183,273.9533,1000.0000,0,1
R207,R2,double,1,1,0,1,deadline,0,3,2336.6555,1303.5365,33.1190,1000.0000,0,1
R207,R2,double,1,2,0,1,far,0,3,2365.0479,1276.9623,88.0856,1000.0000,0,1
R207,R2,double,1,2,0,1,deadline,0,3,2373.3772,1252.9514,120.4258,1000.0000,0,1
R208,R2,trunc,1,1,1,0,far,0,3,2329.9000,926.4000,403.5000,1000.0000,0,1
R208,R2,trunc,1,1,1,0,deadline,0,3,2375.3000,1059.0000,316.3000,1000.0000,0,1
R208,R2,trunc,1,2,1,0,far,0,3,2279.7000,974.0000,305.7000,1000.0000,0,1
R208,R2,trunc,1,2,1,0,deadline,0,3,2356.2000,1186.1000,170.1000,1000.0000,0,1
R208,R2,trunc,1,1,0,1,far,0,3,2234.7000,1062.0000,172.7000,1000.0000,0,1
R208,R2,trunc,1,1,0,1,deadline,0,3,2144.2000,1032.5000,111.7000,1000.0000,0,1
R208,R2,trunc,1,2,0,1,far,0,3,2308.6000,1094.7000,213.9000,1000.0000,0,1
R208,R2,trunc,1,2,0,1,deadline,0,3,2282.4000,1006.5000,275.9000,1000.0000,0,1
R208,R2,double,1,1,1,0,far,0,3,2331.3982,930.3727,401.0255,1000.0000,0,1
R208,R2,double,1,1,1,0,deadline,0,3,2335.5898,1182.5890,153.0008,1000.0000,0,1
R208,R2,double,1,2,1,0,far,0,3,2336.2530,1067.1133,269.1398,1000.0000,0,1
R208,R2,double,1,2,1,0,deadline,0,3,2259.6041,1055.1550,204.4492,1000.0000,0,1
R208,R2,double,1,1,0,1,far,0,3,2206.6779,935.8927,270.7852,1000.0000,0,1
R208,R2,double,1,1,0,1,deadline,0,3,2309.6234,1161.5182,148.1052,1000.0000,0,1
R208,R2,double,1,2,0,1,far,0,3,2250.4941,1066.9042,183.5898,1000.0000,0,1
R208,R2,double,1,2,0,1,deadline,0,3,2365.6883,1089.9043,275.7841,1000.0000,0,1
R209,R2,trunc,1,1,1,0,far,0,4,2829.6000,1256.9000,572.7000,1000.0000,0,1
R209,R2,trunc,1,1,1,0,deadline,0,4,2992.5000,1381.4000,611.1000,1000.0000,0,1
R209,R2,trunc,1,2,1,0,far,0,4,2953.3000,1322.5000,630.8000,1000.0000,0,1
R209,R2,trunc,1,2,1,0,deadline,0,4,2992.7000,1513.8000,478.9000,1000.0000,0,1
R209,R2,trunc,1,1,0,1,far,0,4,2514.9000,1398.0000,116.9000,1000.0000,0,1
R209,R2,trunc,1,1,0,1,deadline,0,4,2925.6000,1515.4000,410.2000,1000.0000,0,1
R209,R2,trunc,1,2,0,1,far,0,4,2554.9000,1483.9000,71.0000,1000.0000,0,1
R209,R2,trunc,1,2,0,1,deadline,0,3,2508.0000,1478.5000,29.5000,1000.0000,0,1
R209,R2,double,1,1,1,0,far,0,4,2925.9298,1358.1067,567.8230,1000.0000,0,1
R209,R2,double,1,1,1,0,deadline,0,4,2993.8893,1385.9489,607.9404,1000.0000,0,1
R209,R2,double,1,2,1,0,far,0,4,2941.5420,1277.9837,663.5583,1000.0000,0,1
R209,R2,double,1,2,1,0,deadline,0,4,2823.7687,1468.6077,355.1610,1000.0000,0,1
R209,R2,double,1,1,0,1,far,0,4,2517.6220,1401.7948,115.8271,1000.0000,0,1
R209,R2,double,1,1,0,1,deadline,0,4,2984.3647,1586.2176,398.1471,1000.0000,0,1
R209,R2,double,1,2,0,1,far,0,3,2463.6670,1428.7995,34.8675,1000.0000,0,1
R209,R2,double,1,2,0,1,deadline,0,3,2520.7018,1455.5907,65.1112,1000.0000,0,1
R210,R2,trunc,1,1,1,0,far,0,4,3136.5000,1332.1000,804.4000,1000.0000,0,1
R210,R2,trunc,1,1,1,0,deadline,0,4,3007.1000,1590.6000,416.5000,1000.0000,0,1
R210,R2,trunc,1,2,1,0,far,0,4,3094.8000,1404.0000,690.8000,1000.0000,0,1
R210,R2,trunc,1,2,1,0,deadline,0,4,3096.4000,1454.9000,641.5000,1000.0000,0,1
R210,R2,trunc,1,1,0,1,far,0,4,2837.8000,1598.6000,239.2000,1000.0000,0,1
R210,R2,trunc,1,1,0,1,deadline,0,4,3010.4000,1555.4000,455.0000,1000.0000,0,1
R210,R2,trunc,1,2,0,1,far,0,4,2940.6000,1463.9000,476.7000,1000.0000,0,1
R210,R2,trunc,1,2,0,1,deadline,0,4,2835.3000,1495.0000,340.3000,1000.0000,0,1
R210,R2,double,1,1,1,0,far,0,4,3137.7430,1336.4980,801.2450,1000.0000,0,1
R210,R2,double,1,1,1,0,deadline,0,4,3179.4844,1716.8264,462.6581,1000.0000,0,1
R210,R2,double,1,2,1,0,far,0,4,3096.0793,1408.1290,687.9503,1000.0000,0,1
R210,R2,double,1,2,1,0,deadline,0,4,3209.8889,1528.9677,680.9212,1000.0000,0,1
R210,R2,double,1,1,0,1,far,0,4,2893.1333,1632.9548,260.1785,1000.0000,0,1
R210,R2,double,1,1,0,1,deadline,0,3,2591.6705,1494.3571,97.3134,1000.0000,0,1
R210,R2,double,1,2,0,1,far,0,4,2943.3853,1468.2177,475.1676,1000.0000,0,1
R210,R2,double,1,2,0,1,deadline,0,4,2950.1600,1605.5710,344.5890,1000.0000,0,1
R211,R2,trunc,1,1,1,0,far,0,3,2444.1000,1127.1000,317.0000,1000.0000,0,1
R211,R2,trunc,1,1,1,0,deadline,0,3,2376.0000,1142.0000,234.0000,1000.0000,0,1
R211,R2,trunc,1,2,1,0,far,0,3,2167.5000,1013.4000,154.1000,1000.0000,0,1
R211,R2,trunc,1,2,1,0,deadline,0,3,2335.9000,1068.4000,267.5000,1000.0000,0,1
R211,R2,trunc,1,1,0,1,far,0,3,2320.6000,1314.7000,5.9000,1000.0000,0,1
R211,R2,trunc,1,1,0,1,deadline,0,3,2323.2000,1257.3000,65.9000,1000.0000,0,1
R211,R2,trunc,1,2,0,1,far,0,3,2243.5000,1243.5000,0.0000,1000.0000,0,1
R211,R2,trunc,1,2,0,1,deadline,0,3,2238.6000,1177.9000,60.7000,1000.0000,0,1
R211,R2,double,1,1,1,0,far,0,3,2362.5023,1130.1339,232.3684,1000.0000,0,1
R211,R2,double,1,1,1,0,deadline,0,3,2378.2135,1137.2238,240.9897,1000.0000,0,1
R211,R2,double,1,2,1,0,far,0,3,2169.6643,1017.4175,152.2468,1000.0000,0,1
R211,R2,double,1,2,1,0,deadline,0,3,2331.2088,1065.5436,265.6652,1000.0000,0,1
R211,R2,double,1,1,0,1,far,0,3,2317.9705,1269.7584,48.2121,1000.0000,0,1
R211,R2,double,1,1,0,1,deadline,0,3,2518.5338,1334.9119,183.6219,1000.0000,0,1
R211,R2,double,1,2,0,1,far,0,3,2270.0844,1270.0844,0.0000,1000.0000,0,1
R211,R2,double,1,2,0,1,deadline,0,3,2195.4827,1187.6177,7.8651,1000.0000,0,1
RC101,RC1,trunc,1,1,1,0,far,0,17,3376.5000,1962.1000,414.4000,1000.0000,0,1
RC101,RC1,trunc,1,1,1,0,deadline,0,17,3363.7000,1972.3000,391.4000,1000.0000,0,1
RC101,RC1,trunc,1,2,1,0,far,0,17,3310.1000,1920.4000,389.7000,1000.0000,0,1
RC101,RC1,trunc,1,2,1,0,deadline,0,17,3331.2000,1921.2000,410.0000,1000.0000,0,1
RC101,RC1,trunc,1,1,0,1,far,0,18,3486.9000,2098.6000,388.3000,1000.0000,0,1
RC101,RC1,trunc,1,1,0,1,deadline,0,17,3328.3000,2018.2000,310.1000,1000.0000,0,1
RC101,RC1,trunc,1,2,0,1,far,0,17,3290.1000,1957.0000,333.1000,1000.0000,0,1
RC101,RC1,trunc,1,2,0,1,deadline,0,18,3508.2000,2094.1000,414.1000,1000.0000,0,1
RC101,RC1,double,1,1,1,0,far,0,17,3337.1799,1924.9706,412.2093,1000.0000,0,1
RC101,RC1,double,1,1,1,0,deadline,0,17,3366.9402,1976.8846,390.0556,1000.0000,0,1
RC101,RC1,double,1,2,1,0,far,0,17,3312.4036,1925.7983,386.6053,1000.0000,0,1
RC101,RC1,double,1,2,1,0,deadline,0,21,3983.9178,2306.7241,677.1937,1000.0000,0,1
RC101,RC1,double,1,1,0,1,far,0,18,3484.2812,2153.4355,330.8457,1000.0000,0,1
RC101,RC1,double,1,1,0,1,deadline,0,17,3331.1847,2022.5684,308.6162,1000.0000,0,1
RC101,RC1,double,1,2,0,1,far,0,17,3268.0878,1883.3606,384.7272,1000.0000,0,1
RC101,RC1,double,1,2,0,1,deadline,0,18,3521.3435,2090.9753,430.3682,1000.0000,0,1
RC102,RC1,trunc,1,1,1,0,far,0,15,3015.9000,1627.5000,388.4000,1000.0000,0,1
RC102,RC1,trunc,1,1,1,0,deadline,0,16,3423.1000,2009.9000,413.2000,1000.0000,0,1
RC102,RC1,trunc,1,2,1,0,far,0,15,3130.1000,1813.3000,316.8000,1000.0000,0,1
RC102,RC1,trunc,1,2,1,0,deadline,0,16,3255.2000,1843.6000,411.6000,1000.0000,0,1
RC102,RC1,trunc,1,1,0,1,far,0,17,3344.9000,2053.6000,291.3000,1000.0000,0,1
RC102,RC1,trunc,1,1,0,1,deadline,0,15,3266.3000,1973.3000,293.0000,1000.0000,0,1
RC102,RC1,trunc,1,2,0,1,far,0,14,2996.8000,1791.2000,205.6000,1000.0000,0,1
RC102,RC1,trunc,1,2,0,1,deadline,0,17,3355.6000,1939.3000,416.3000,1000.0000,0,1
RC102,RC1,double,1,1,1,0,far,0,15,3018.1877,1631.6929,386.4948,1000.0000,0,1
RC102,RC1,double,1,1,1,0,deadline,0,16,3425.2637,2010.0947,415.1689,1000.0000,0,1
RC102,RC1,double,1,2,1,0,far,0,16,3244.0055,1898.4114,345.5941,1000.0000,0,1
RC102,RC1,double,1,2,1,0,deadline,0,17,3424.6119,2053.0412,371.5707,1000.0000,0,1
RC102,RC1,double,1,1,0,1,far,0,17,3424.1772,2141.9140,282.2632,1000.0000,0,1
RC102,RC1,double,1,1,0,1,deadline,0,18,3643.5914,2263.2814,380.3099,1000.0000,0,1
RC102,RC1,double,1,2,0,1,far,0,14,3025.7565,1827.8061,197.9504,1000.0000,0,1
RC102,RC1,double,1,2,0,1,deadline,0,17,3228.4158,1872.4290,355.9868,1000.0000,0,1
RC103,RC1,trunc,1,1,1,0,far,0,13,2877.0000,1546.9000,330.1000,1000.0000,0,1
RC103,RC1,trunc,1,1,1,0,deadline,0,14,3121.3000,1888.1000,233.2000,1000.0000,0,1
RC103,RC1,trunc,1,2,1,0,far,0,12,2732.1000,1544.5000,187.6000,1000.0000,0,1
RC103,RC1,trunc,1,2,1,0,deadline,0,13,2888.9000,1682.9000,206.0000,1000.0000,0,1
RC103,RC1,trunc,1,1,0,1,far,0,14,2895.9000,1664.6000,231.3000,1000.0000,0,1
RC103,RC1,trunc,1,1,0,1,deadline,0,14,3081.9000,1857.3000,224.6000,1000.0000,0,1
RC103,RC1,trunc,1,2,0,1,far,0,14,2904.9000,1724.9000,180.0000,1000.0000,0,1
RC103,RC1,trunc,1,2,0,1,deadline,0,14,3144.4000,1868.5000,275.9000,1000.0000,0,1
RC103,RC1,double,1,1,1,0,far,0,13,2910.3547,1549.6750,360.6796,1000.0000,0,1
RC103,RC1,double,1,1,1,0,deadline,0,14,3070.2605,1818.0160,252.2445,1000.0000,0,1
RC103,RC1,double,1,2,1,0,far,0,12,2734.2745,1545.3064,188.9681,1000.0000,0,1
RC103,RC1,double,1,2,1,0,deadline,0,14,2957.4639,1710.8465,246.6174,1000.0000,0,1
RC103,RC1,double,1,1,0,1,far,0,13,2724.0333,1608.0765,115.9568,1000.0000,0,1
RC103,RC1,double,1,1,0,1,deadline,0,15,3147.1685,1847.9793,299.1893,1000.0000,0,1
RC103,RC1,double,1,2,0,1,far,0,13,2873.5836,1811.2207,62.3629,1000.0000,0,1
RC103,RC1,double,1,2,0,1,deadline,0,14,3095.5195,1827.1759,268.3436,1000.0000,0,1
RC104,RC1,trunc,1,1,1,0,far,0,12,2504.4000,1333.7000,170.7000,1000.0000,0,1
RC104,RC1,trunc,1,1,1,0,deadline,0,12,2721.6000,1516.7000,204.9000,1000.0000,0,1
RC104,RC1,trunc,1,2,1,0,far,0,12,2549.1000,1380.6000,168.5000,1000.0000,0,1
RC104,RC1,trunc,1,2,1,0,deadline,0,11,2578.0000,1543.7000,34.3000,1000.0000,0,1
RC104,RC1,trunc,1,1,0,1,far,0,12,2433.8000,1380.5000,53.3000,1000.0000,0,1
RC104,RC1,trunc,1,1,0,1,deadline,0,12,2732.6000,1620.2000,112.4000,1000.0000,0,1
RC104,RC1,trunc,1,2,0,1,far,0,12,2516.6000,1458.4000,58.2000,1000.0000,0,1
RC104,RC1,trunc,1,2,0,1,deadline,0,12,2742.1000,1716.7000,25.4000,1000.0000,0,1
RC104,RC1,double,1,1,1,0,far,0,12,2506.7356,1336.8430,169.8926,1000.0000,0,1
RC104,RC1,double,1,1,1,0,deadline,0,12,2726.0259,1522.2503,203.7756,1000.0000,0,1
RC104,RC1,double,1,2,1,0,far,0,12,2534.7129,1372.1422,162.5707,1000.0000,0,1
RC104,RC1,double,1,2,1,0,deadline,0,12,2644.4377,1545.5553,98.8824,1000.0000,0,1
RC104,RC1,double,1,1,0,1,far,0,11,2407.1895,1350.2348,56.9547,1000.0000,0,1
RC104,RC1,double,1,1,0,1,deadline,0,13,2874.7916,1711.9707,162.8209,1000.0000,0,1
RC104,RC1,double,1,2,0,1,far,0,12,2518.9585,1457.2011,61.7573,1000.0000,0,1
RC104,RC1,double,1,2,0,1,deadline,0,12,2754.9975,1672.3431,82.6544,1000.0000,0,1
RC105,RC1,trunc,1,1,1,0,far,0,17,3297.3000,1793.2000,504.1000,1000.0000,0,1
RC105,RC1,trunc,1,1,1,0,deadline,0,18,3677.9000,2232.7000,445.2000,1000.0000,0,1
RC105,RC1,trunc,1,2,1,0,far,0,16,3134.6000,1838.0000,296.6000,1000.0000,0,1
RC105,RC1,trunc,1,2,1,0,deadline,0,17,3395.3000,1883.4000,511.9000,1000.0000,0,1
RC105,RC1,trunc,1,1,0,1,far,0,16,3129.2000,1845.0000,284.2000,1000.0000,0,1
RC105,RC1,trunc,1,1,0,1,deadline,0,20,3823.6000,2222.8000,600.8000,1000.0000,0,1
RC105,RC1,trunc,1,2,0,1,far,0,18,3431.1000,2028.6000,402.5000,1000.0000,0,1
RC105,RC1,trunc,1,2,0,1,deadline,0,17,3405.2000,2119.1000,286.1000,1000.0000,0,1
RC105,RC1,double,1,1,1,0,far,0,18,3538.0520,1961.6762,576.3758,1000.0000,0,1
RC105,RC1,double,1,1,1,0,deadline,0,18,3674.9725,2238.6071,436.3654,1000.0000,0,1
RC105,RC1,double,1,2,1,0,far,0,17,3318.2075,1858.6599,459.5476,1000.0000,0,1
RC105,RC1,double,1,2,1,0,deadline,0,17,3434.6510,1956.8963,477.7547,1000.0000,0,1
RC105,RC1,double,1,1,0,1,far,0,17,3247.1910,1927.8474,319.3436,1000.0000,0,1
RC105,RC1,double,1,1,0,1,deadline,0,17,3564.1181,2099.3487,464.7695,1000.0000,0,1
RC105,RC1,double,1,2,0,1,far,0,17,3216.3464,1878.6893,337.6570,1000.0000,0,1
RC105,RC1,double,1,2,0,1,deadline,0,18,3580.0035,2209.1620,370.8415,1000.0000,0,1
RC106,RC1,trunc,1,1,1,0,far,0,14,2851.5000,1615.3000,236.2000,1000.0000,0,1
RC106,RC1,trunc,1,1,1,0,deadline,0,14,3026.5000,1805.3000,221.2000,1000.0000,0,1
RC106,RC1,trunc,1,2,1,0,far,0,14,2880.5000,1726.5000,154.0000,1000.0000,0,1
RC106,RC1,trunc,1,2,1,0,deadline,0,15,2955.3000,1684.4000,270.9000,1000.0000,0,1
RC106,RC1,trunc,1,1,0,1,far,0,13,2742.2000,1671.5000,70.7000,1000.0000,0,1
RC106,RC1,trunc,1,1,0,1,deadline,0,16,3288.0000,2109.9000,178.1000,1000.0000,0,1
RC106,RC1,trunc,1,2,0,1,far,0,13,2659.4000,1593.9000,65.5000,1000.0000,0,1
RC106,RC1,trunc,1,2,0,1,deadline,0,15,3210.0000,2119.8000,90.2000,1000.0000,0,1
RC106,RC1,double,1,1,1,0,far,0,14,2854.5190,1619.3245,235.1945,1000.0000,0,1
RC106,RC1,double,1,1,1,0,deadline,0,14,3007.4324,1750.3121,257.1203,1000.0000,0,1
RC106,RC1,double,1,2,1,0,far,0,14,2883.4139,1730.5386,152.8752,1000.0000,0,1
RC106,RC1,double,1,2,1,0,deadline,0,16,3228.1987,1940.8307,287.3680,1000.0000,0,1
RC106,RC1,double,1,1,0,1,far,0,13,2742.3479,1674.1370,68.2109,1000.0000,0,1
RC106,RC1,double,1,1,0,1,deadline,0,15,3142.7466,2024.3262,118.4204,1000.0000,0,1
RC106,RC1,double,1,2,0,1,far,0,13,2668.2673,1603.4212,64.8461,1000.0000,0,1
RC106,RC1,double,1,2,0,1,deadline,0,15,3218.8707,2128.0663,90.8044,1000.0000,0,1
RC107,RC1,trunc,1,1,1,0,far,0,13,2682.5000,1431.9000,250.6000,1000.0000,0,1
RC107,RC1,trunc,1,1,1,0,deadline,0,14,2981.4000,1840.3000,141.1000,1000.0000,0,1
RC107,RC1,trunc,1,2,1,0,far,0,13,2726.0000,1587.4000,138.6000,1000.0000,0,1
RC107,RC1,trunc,1,2,1,0,deadline,0,15,3115.0000,1866.9000,248.1000,1000.0000,0,1
RC107,RC1,trunc,1,1,0,1,far,0,13,2680.0000,1628.6000,51.4000,1000.0000,0,1
RC107,RC1,trunc,1,1,0,1,deadline,0,14,2955.8000,1841.7000,114.1000,1000.0000,0,1
RC107,RC1,trunc,1,2,0,1,far,0,13,2763.8000,1682.6000,81.2000,1000.0000,0,1
RC107,RC1,trunc,1,2,0,1,deadline,0,14,2919.9000,1882.3000,37.6000,1000.0000,0,1
RC107,RC1,double,1,1,1,0,far,0,13,2685.6096,1435.9119,249.6977,1000.0000,0,1
RC107,RC1,double,1,1,1,0,deadline,0,15,3246.2950,1987.3972,258.8979,1000.0000,0,1
RC107,RC1,double,1,2,1,0,far,0,13,2722.8289,1577.0397,145.7892,1000.0000,0,1
RC107,RC1,double,1,2,1,0,deadline,0,15,3118.3699,1871.3715,246.9984,1000.0000,0,1
RC107,RC1,double,1,1,0,1,far,0,13,2700.4693,1643.2636,57.2058,1000.0000,0,1
RC107,RC1,double,1,1,0,1,deadline,0,13,2779.5898,1693.9914,85.5984,1000.0000,0,1
RC107,RC1,double,1,2,0,1,far,0,13,2843.1309,1773.0540,70.0769,1000.0000,0,1
RC107,RC1,double,1,2,0,1,deadline,0,14,2929.0291,1869.2506,59.7786,1000.0000,0,1
RC108,RC1,trunc,1,1,1,0,far,0,12,2434.6000,1326.2000,108.4000,1000.0000,0,1
RC108,RC1,trunc,1,1,1,0,deadline,0,12,2561.1000,1423.8000,137.3000,1000.0000,0,1
RC108,RC1,trunc,1,2,1,0,far,0,11,2424.7000,1368.2000,56.5000,1000.0000,0,1
RC108,RC1,trunc,1,2,1,0,deadline,0,13,2874.4000,1787.6000,86.8000,1000.0000,0,1
RC108,RC1,trunc,1,1,0,1,far,0,11,2361.2000,1354.3000,6.9000,1000.0000,0,1
RC108,RC1,trunc,1,1,0,1,deadline,0,14,2943.8000,1852.0000,91.8000,1000.0000,0,1
RC108,RC1,trunc,1,2,0,1,far,0,12,2510.6000,1466.4000,44.2000,1000.0000,0,1
RC108,RC1,trunc,1,2,0,1,deadline,0,13,2869.1000,1834.7000,34.4000,1000.0000,0,1
RC108,RC1,double,1,1,1,0,far,0,12,2437.5822,1329.5526,108.0297,1000.0000,0,1
RC108,RC1,double,1,1,1,0,deadline,0,11,2422.7455,1361.4903,61.2552,1000.0000,0,1
RC108,RC1,double,1,2,1,0,far,0,11,2449.0909,1371.7640,77.3269,1000.0000,0,1
RC108,RC1,double,1,2,1,0,deadline,0,13,2940.0904,1831.1493,108.9411,1000.0000,0,1
RC108,RC1,double,1,1,0,1,far,0,12,2437.4324,1393.9406,43.4917,1000.0000,0,1
RC108,RC1,double,1,1,0,1,deadline,0,12,2623.6470,1598.2401,25.4069,1000.0000,0,1
RC108,RC1,double,1,2,0,1,far,0,12,2516.0157,1467.0578,48.9579,1000.0000,0,1
RC108,RC1,double,1,2,0,1,deadline,0,14,3025.6992,1936.4249,89.2743,1000.0000,0,1
RC201,RC2,trunc,1,1,1,0,far,0,5,3586.7000,1972.4000,614.3000,1000.0000,0,1
RC201,RC2,trunc,1,1,1,0,deadline,0,5,4119.3000,2310.3000,809.0000,1000.0000,0,1
RC201,RC2,trunc,1,2,1,0,far,0,5,3730.4000,2025.4000,705.0000,1000.0000,0,1
RC201,RC2,trunc,1,2,1,0,deadline,0,5,3642.0000,1975.4000,666.6000,1000.0000,0,1
RC201,RC2,trunc,1,1,0,1,far,0,5,3643.0000,2336.2000,306.8000,1000.0000,0,1
RC201,RC2,trunc,1,1,0,1,deadline,0,5,3755.4000,2240.7000,514.7000,1000.0000,0,1
RC201,RC2,trunc,1,2,0,1,far,0,5,3847.2000,2580.6000,266.6000,1000.0000,0,1
RC201,RC2,trunc,1,2,0,1,deadline,0,5,3723.9000,2024.3000,699.6000,1000.0000,0,1
RC201,RC2,double,1,1,1,0,far,0,5,3587.5713,1976.1829,611.3884,1000.0000,0,1
RC201,RC2,double,1,1,1,0,deadline,0,5,4120.2419,2252.1824,868.0595,1000.0000,0,1
RC201,RC2,double,1,2,1,0,far,0,5,3733.2864,2077.6588,655.6276,1000.0000,0,1
RC201,RC2,double,1,2,1,0,deadline,0,5,3692.8057,2002.7789,690.0268,1000.0000,0,1
RC201,RC2,double,1,1,0,1,far,0,6,3951.2849,2432.2497,519.0352,1000.0000,0,1
RC201,RC2,double,1,1,0,1,deadline,0,5,3839.6422,2319.3094,520.3328,1000.0000,0,1
RC201,RC2,double,1,2,0,1,far,0,5,3848.5126,2584.7745,263.7381,1000.0000,0,1
RC201,RC2,double,1,2,0,1,deadline,0,5,3649.2165,2212.9895,436.2271,1000.0000,0,1
RC202,RC2,trunc,1,1,1,0,far,0,5,3945.3000,1945.7000,999.6000,1000.0000,0,1
RC202,RC2,trunc,1,1,1,0,deadline,0,5,3903.2000,2081.4000,821.8000,1000.0000,0,1
RC202,RC2,trunc,1,2,1,0,far,0,4,3375.2000,1783.8000,591.4000,1000.0000,0,1
RC202,RC2,trunc,1,2,1,0,deadline,0,4,3399.7000,1860.6000,539.1000,1000.0000,0,1
RC202,RC2,trunc,1,1,0,1,far,0,5,3830.2000,2235.8000,594.4000,1000.0000,0,1
RC202,RC2,trunc,1,1,0,1,deadline,0,4,3475.8000,2092.3000,383.5000,1000.0000,0,1
RC202,RC2,trunc,1,2,0,1,far,0,5,3800.1000,2280.3000,519.8000,1000.0000,0,1
RC202,RC2,trunc,1,2,0,1,deadline,0,4,3230.8000,2018.8000,212.0000,1000.0000,0,1
RC202,RC2,double,1,1,1,0,far,0,4,3541.5781,1921.4034,620.1747,1000.0000,0,1
RC202,RC2,double,1,1,1,0,deadline,0,5,3904.1903,2085.3303,818.8599,1000.0000,0,1
RC202,RC2,double,1,2,1,0,far,0,4,3371.2567,1811.7520,559.5047,1000.0000,0,1
RC202,RC2,double,1,2,1,0,deadline,0,4,3489.3433,2057.5329,431.8104,1000.0000,0,1
RC202,RC2,double,1,1,0,1,far,0,5,3845.3819,2259.5861,585.7958,1000.0000,0,1
RC202,RC2,double,1,1,0,1,deadline,0,4,3253.6211,1958.7645,294.8566,1000.0000,0,1
RC202,RC2,double,1,2,0,1,far,0,5,3568.9863,2289.8500,279.1363,1000.0000,0,1
RC202,RC2,double,1,2,0,1,deadline,0,4,3149.3708,1926.8423,222.5285,1000.0000,0,1
RC203,RC2,trunc,1,1,1,0,far,0,4,3231.0000,1626.5000,604.5000,1000.0000,0,1
RC203,RC2,trunc,1,1,1,0,deadline,0,4,3257.2000,1613.8000,643.4000,1000.0000,0,1
