design,config,neighborhoods,instance,family,distance,vehicles,feasible,gap_pct
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",R111,R1,1152.6,12,1,9.9075
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",R202,R2,1187.9,4,1,15.3749
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",R204,R2,863.6,4,1,18.0911
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",R207,R2,879.0,3,1,10.7053
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",R208,R2,819.3,3,1,16.8759
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",R209,R2,988.2,4,1,15.606
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",R211,R2,915.5,3,1,22.6061
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC102,RC,1529.2,15,1,4.9266
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC103,RC,1392.5,12,1,10.6916
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC105,RC,1596.1,16,1,5.4436
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC108,RC,1184.6,11,1,6.3184
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC202,RC,1399.1,4,1,28.0875
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC203,RC,1159.6,4,1,25.5386
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC206,RC,1121.2,4,1,6.6692
loo,sem 2-opt*,"twoopt,swap,relocate,oropt,cross",RC208,RC,925.8,3,1,19.2888
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C104,C1,876.1,10,1,6.4649
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C105,C1,831.3,10,1,0.4835
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C107,C1,830.6,10,1,0.3989
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C108,C1,830.6,10,1,0.3989
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C203,C2,634.5,4,1,7.7799
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C206,C2,586.0,3,1,0.0
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C207,C2,696.5,3,1,18.8972
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",C208,C2,632.5,3,1,7.972
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R102,R1,1539.0,19,1,4.9366
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R103,R1,1287.9,16,1,6.5525
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R105,R1,1477.2,15,1,8.9943
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R107,R1,1184.4,12,1,11.2531
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R108,R1,1031.5,10,1,10.6641
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R111,R1,1194.0,12,1,13.8552
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R202,R2,1213.7,4,1,17.8807
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R204,R2,875.7,4,1,19.7457
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R207,R2,932.3,3,1,17.4181
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R208,R2,799.2,3,1,14.0086
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R209,R2,1009.0,4,1,18.0393
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",R211,R2,910.7,3,1,21.9633
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC102,RC,1589.5,15,1,9.0641
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC103,RC,1365.2,12,1,8.5215
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC105,RC,1650.1,16,1,9.011
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC108,RC,1210.9,11,1,8.6789
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC202,RC,1337.9,4,1,22.4847
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC203,RC,1048.2,4,1,13.4784
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC206,RC,1210.9,4,1,15.2031
loo,sem Relocate,"twoopt,swap,twooptstar,oropt,cross",RC208,RC,970.8,3,1,25.087
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C104,C1,918.9,10,1,11.6661
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C105,C1,827.3,10,1,0.0
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C107,C1,827.3,10,1,0.0
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C108,C1,827.3,10,1,0.0
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C203,C2,653.7,4,1,11.0413
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C206,C2,586.0,3,1,0.0
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C207,C2,585.8,3,1,0.0
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",C208,C2,632.3,3,1,7.9379
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R102,R1,1493.0,19,1,1.8001
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R103,R1,1273.0,16,1,5.3198
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R105,R1,1414.4,15,1,4.3607
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R107,R1,1159.1,12,1,8.8766
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R108,R1,1042.6,11,1,11.855
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R111,R1,1190.9,12,1,13.5596
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R202,R2,1186.1,4,1,15.2001
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R204,R2,828.9,4,1,13.3461
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R207,R2,881.4,3,1,11.0076
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R208,R2,792.7,3,1,13.0813
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R209,R2,970.0,4,1,13.4768
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",R211,R2,965.4,3,1,29.2889
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC102,RC,1540.9,15,1,5.7294
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC103,RC,1341.9,12,1,6.6693
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC105,RC,1613.0,16,1,6.5601
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC108,RC,1183.8,11,1,6.2466
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC202,RC,1316.8,4,1,20.553
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC203,RC,1028.2,4,1,11.3132
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC206,RC,1082.5,4,1,2.9873
loo,sem Or-opt,"twoopt,swap,twooptstar,relocate,cross",RC208,RC,934.2,3,1,20.3711
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C104,C1,876.7,10,1,6.5379
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C105,C1,827.3,10,1,0.0
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C107,C1,827.3,10,1,0.0
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C108,C1,827.3,10,1,0.0
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C203,C2,635.3,4,1,7.9157
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C206,C2,586.0,3,1,0.0
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C207,C2,585.8,3,1,0.0
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",C208,C2,632.3,3,1,7.9379
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R102,R1,1493.0,19,1,1.8001
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R103,R1,1272.0,16,1,5.237
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R105,R1,1414.4,15,1,4.3607
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R107,R1,1159.1,12,1,8.8766
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R108,R1,1080.4,11,1,15.9103
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R111,R1,1190.9,12,1,13.5596
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R202,R2,1173.8,4,1,14.0054
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R204,R2,828.9,4,1,13.3461
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R207,R2,873.5,3,1,10.0126
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R208,R2,802.8,3,1,14.5221
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R209,R2,954.6,4,1,11.6752
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",R211,R2,965.4,3,1,29.2889
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC102,RC,1533.1,15,1,5.1942
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC103,RC,1334.9,12,1,6.1129
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC105,RC,1568.1,15,1,3.5938
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC108,RC,1242.4,11,1,11.506
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC202,RC,1288.8,4,1,17.9896
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC203,RC,1036.9,4,1,12.2551
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC206,RC,1092.8,4,1,3.9673
loo,sem Cross-exch.,"twoopt,swap,twooptstar,relocate,oropt",RC208,RC,926.6,3,1,19.3918
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C104,C1,876.7,10,1,6.5379
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C105,C1,827.3,10,1,0.0
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C107,C1,827.3,10,1,0.0
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C108,C1,827.3,10,1,0.0
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C203,C2,635.3,4,1,7.9157
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C206,C2,586.0,3,1,0.0
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C207,C2,585.8,3,1,0.0
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",C208,C2,632.3,3,1,7.9379
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R102,R1,1493.0,19,1,1.8001
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R103,R1,1272.0,16,1,5.237
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R105,R1,1414.4,15,1,4.3607
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R107,R1,1159.1,12,1,8.8766
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R108,R1,1042.6,11,1,11.855
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R111,R1,1190.9,12,1,13.5596
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R202,R2,1173.8,4,1,14.0054
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R204,R2,828.9,4,1,13.3461
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R207,R2,873.5,3,1,10.0126
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R208,R2,792.7,3,1,13.0813
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R209,R2,954.6,4,1,11.6752
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",R211,R2,965.4,3,1,29.2889
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC102,RC,1533.1,15,1,5.1942
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC103,RC,1334.9,12,1,6.1129
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC105,RC,1568.1,15,1,3.5938
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC108,RC,1183.8,11,1,6.2466
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC202,RC,1288.8,4,1,17.9896
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC203,RC,1006.8,4,1,8.9964
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC206,RC,1092.8,4,1,3.9673
kit,kit completo (6),"twoopt,swap,twooptstar,relocate,oropt,cross",RC208,RC,926.6,3,1,19.3918
