algorithm,instance,family,type,dist_mean,dist_best,dist_std,veh_mean,gap_mean,gap_best,time_mean_ms,iters_mean,improvements_mean,time_to_best_mean_ms,useful_pct_mean
tabu,R101,R,1,1644.3,1644.3,0.0,20.0,0.403,0.403,3522.0,828.0,28.0,123.0,3.492333901192504
tabu,R102,R,1,1491.0,1491.0,0.0,19.0,1.664,1.664,3940.0,837.0,32.0,178.0,4.517766497461929
tabu,R103,R,1,1240.4,1240.4,0.0,15.0,2.623,2.623,9285.0,1803.0,56.0,5138.0,55.33656435110393
tabu,R104,R,1,1022.6,1022.6,0.0,12.0,5.26,5.26,4413.0,887.0,51.0,432.0,9.789259007477906
tabu,R105,R,1,1380.6,1380.6,0.0,15.0,1.867,1.867,4193.0,844.0,35.0,217.0,5.175292153589315
tabu,R106,R,1,1274.5,1274.5,0.0,14.0,3.232,3.232,5207.0,1026.0,39.0,1168.0,22.431342423660457
tabu,R107,R,1,1103.3,1103.3,0.0,12.0,3.635,3.635,5563.0,1044.0,61.0,1297.0,23.31475822397987
tabu,R108,R,1,979.0,979.0,0.0,11.0,5.032,5.032,7338.0,1366.0,63.0,3040.0,41.428182065958026
tabu,R109,R,1,1229.8,1229.8,0.0,14.0,7.228,7.228,4518.0,970.0,47.0,790.0,17.485613103142985
tabu,R110,R,1,1122.4,1122.4,0.0,12.0,5.094,5.094,5762.0,1105.0,55.0,1584.0,27.490454703228046
tabu,R111,R,1,1066.1,1066.1,0.0,12.0,1.659,1.659,4646.0,895.0,65.0,487.0,10.482135170038744
tabu,R112,R,1,978.2,978.2,0.0,11.0,3.12,3.12,10254.0,1934.0,63.0,5993.0,58.44548468890189
tabu,R201,R,2,1216.9,1216.9,0.0,5.0,6.447,6.447,9696.0,1371.0,62.0,4051.0,41.78011551155115
tabu,R202,R,2,1116.1,1116.1,0.0,4.0,8.401,8.401,6572.0,849.0,48.0,381.0,5.797321972002434
tabu,R203,R,2,942.7,942.7,0.0,4.0,8.257,8.257,7738.0,954.0,98.0,1287.0,16.632204704057894
tabu,R204,R,2,758.0,758.0,0.0,4.0,3.651,3.651,8343.0,1018.0,78.0,1810.0,21.694833992568622
tabu,R205,R,2,1028.4,1028.4,0.0,4.0,8.275,8.275,10765.0,1393.0,67.0,4608.0,42.80538783093358
tabu,R206,R,2,934.0,934.0,0.0,3.0,6.633,6.633,14836.0,1719.0,89.0,7903.0,53.26907522243192
tabu,R207,R,2,856.4,856.4,0.0,3.0,7.859,7.859,9479.0,1070.0,71.0,2401.0,25.32967612617365
tabu,R208,R,2,729.7,729.7,0.0,3.0,4.094,4.094,18382.0,1900.0,79.0,10673.0,58.062234794908065
tabu,R209,R,2,913.9,913.9,0.0,4.0,6.914,6.914,12141.0,1563.0,51.0,5946.0,48.974549048678035
tabu,R210,R,2,922.1,922.1,0.0,4.0,2.399,2.399,8357.0,1068.0,93.0,2123.0,25.403853057317217
tabu,R211,R,2,812.2,812.2,0.0,3.0,8.772,8.772,11687.0,1384.0,53.0,4982.0,42.628561649696245
tabu,RC101,RC,1,1676.2,1676.2,0.0,17.0,3.482,3.482,3989.0,841.0,32.0,198.0,4.96365003760341
tabu,RC102,RC,1,1492.6,1492.6,0.0,15.0,2.415,2.415,6491.0,1279.0,60.0,2428.0,37.405638576490524
tabu,RC103,RC,1,1335.3,1335.3,0.0,12.0,6.145,6.145,4346.0,839.0,35.0,201.0,4.624942475839853
tabu,RC104,RC,1,1197.0,1197.0,0.0,12.0,5.714,5.714,5134.0,955.0,39.0,832.0,16.20568757304246
tabu,RC105,RC,1,1558.8,1558.8,0.0,15.0,2.979,2.979,4166.0,839.0,36.0,195.0,4.680748919827172
tabu,RC106,RC,1,1397.7,1397.7,0.0,13.0,1.821,1.821,8532.0,1664.0,63.0,4398.0,51.547116736990155
tabu,RC107,RC,1,1264.4,1264.4,0.0,13.0,4.686,4.686,4987.0,954.0,50.0,804.0,16.121916984158812
tabu,RC108,RC,1,1148.9,1148.9,0.0,11.0,3.114,3.114,4901.0,923.0,41.0,660.0,13.466639461334422
tabu,RC201,RC,2,1350.1,1350.1,0.0,5.0,6.998,6.998,15699.0,2240.0,84.0,10094.0,64.29708898655966
tabu,RC202,RC,2,1244.4,1244.4,0.0,4.0,13.925,13.925,6760.0,873.0,54.0,575.0,8.505917159763314
tabu,RC203,RC,2,992.7,992.7,0.0,4.0,7.47,7.47,9795.0,1261.0,71.0,3611.0,36.86574783052578
tabu,RC204,RC,2,818.2,818.2,0.0,4.0,4.429,4.429,8717.0,1117.0,50.0,2498.0,28.656647929333488
tabu,RC205,RC,2,1282.2,1282.2,0.0,5.0,11.109,11.109,7582.0,1080.0,94.0,1954.0,25.771564231073594
tabu,RC206,RC,2,1078.6,1078.6,0.0,4.0,2.616,2.616,7314.0,974.0,50.0,1307.0,17.869838665572875
tabu,RC207,RC,2,1042.1,1042.1,0.0,4.0,8.225,8.225,6828.0,871.0,65.0,574.0,8.40656121851201
tabu,RC208,RC,2,877.5,877.5,0.0,3.0,13.065,13.065,8293.0,967.0,42.0,1432.0,17.267575063306403
vnd,C101,C,1,827.3,827.3,0.0,10.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0
vnd,C102,C,1,827.3,827.3,0.0,10.0,0.0,0.0,22.0,0.0,27.0,0.0,0.0
vnd,C103,C,1,881.0,881.0,0.0,10.0,6.62,6.62,29.0,0.0,43.0,0.0,0.0
vnd,C104,C,1,876.7,876.7,0.0,10.0,6.538,6.538,22.0,0.0,49.0,0.0,0.0
vnd,C105,C,1,827.3,827.3,0.0,10.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0
vnd,C106,C,1,827.3,827.3,0.0,10.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0
vnd,C107,C,1,827.3,827.3,0.0,10.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0
vnd,C108,C,1,827.3,827.3,0.0,10.0,0.0,0.0,13.0,0.0,20.0,0.0,0.0
vnd,C109,C,1,847.5,847.5,0.0,10.0,2.442,2.442,12.0,0.0,15.0,0.0,0.0
vnd,C201,C,2,589.1,589.1,0.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0
vnd,C202,C,2,617.9,617.9,0.0,3.0,4.889,4.889,30.0,0.0,15.0,0.0,0.0
vnd,C203,C,2,635.3,635.3,0.0,4.0,7.916,7.916,54.0,0.0,52.0,0.0,0.0
vnd,C204,C,2,689.7,689.7,0.0,4.0,17.276,17.276,76.0,0.0,80.0,0.0,0.0
vnd,C205,C,2,606.8,606.8,0.0,3.0,3.479,3.479,12.0,0.0,10.0,0.0,0.0
vnd,C206,C,2,586.0,586.0,0.0,3.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0
vnd,C207,C,2,585.8,585.8,0.0,3.0,0.0,0.0,19.0,0.0,17.0,0.0,0.0
vnd,C208,C,2,632.3,632.3,0.0,3.0,7.938,7.938,22.0,0.0,24.0,0.0,0.0
vnd,R101,R,1,1674.5,1674.5,0.0,21.0,2.247,2.247,18.0,0.0,28.0,0.0,0.0
vnd,R102,R,1,1493.0,1493.0,0.0,19.0,1.8,1.8,34.0,0.0,51.0,0.0,0.0
vnd,R103,R,1,1272.0,1272.0,0.0,16.0,5.237,5.237,34.0,0.0,68.0,0.0,0.0
vnd,R104,R,1,1035.8,1035.8,0.0,12.0,6.619,6.619,33.0,0.0,65.0,0.0,0.0
vnd,R105,R,1,1414.4,1414.4,0.0,15.0,4.361,4.361,23.0,0.0,40.0,0.0,0.0
vnd,R106,R,1,1293.2,1293.2,0.0,14.0,4.746,4.746,28.0,0.0,44.0,0.0,0.0
vnd,R107,R,1,1159.1,1159.1,0.0,12.0,8.877,8.877,22.0,0.0,47.0,0.0,0.0
vnd,R108,R,1,1042.6,1042.6,0.0,11.0,11.855,11.855,36.0,0.0,46.0,0.0,0.0
vnd,R109,R,1,1266.0,1266.0,0.0,14.0,10.385,10.385,21.0,0.0,42.0,0.0,0.0
vnd,R110,R,1,1193.4,1193.4,0.0,12.0,11.742,11.742,15.0,0.0,30.0,0.0,0.0
vnd,R111,R,1,1190.9,1190.9,0.0,12.0,13.56,13.56,15.0,0.0,28.0,0.0,0.0
vnd,R112,R,1,1072.7,1072.7,0.0,11.0,13.082,13.082,17.0,0.0,37.0,0.0,0.0
vnd,R201,R,2,1277.3,1277.3,0.0,5.0,11.73,11.73,46.0,0.0,68.0,0.0,0.0
vnd,R202,R,2,1173.8,1173.8,0.0,4.0,14.005,14.005,75.0,0.0,68.0,0.0,0.0
vnd,R203,R,2,967.4,967.4,0.0,4.0,11.093,11.093,86.0,0.0,99.0,0.0,0.0
vnd,R204,R,2,828.9,828.9,0.0,4.0,13.346,13.346,67.0,0.0,84.0,0.0,0.0
vnd,R205,R,2,1117.5,1117.5,0.0,4.0,17.656,17.656,48.0,0.0,55.0,0.0,0.0
vnd,R206,R,2,1034.6,1034.6,0.0,3.0,18.119,18.119,61.0,0.0,52.0,0.0,0.0
vnd,R207,R,2,873.5,873.5,0.0,3.0,10.013,10.013,81.0,0.0,74.0,0.0,0.0
vnd,R208,R,2,792.7,792.7,0.0,3.0,13.081,13.081,79.0,0.0,57.0,0.0,0.0
vnd,R209,R,2,954.6,954.6,0.0,4.0,11.675,11.675,61.0,0.0,71.0,0.0,0.0
vnd,R210,R,2,973.1,973.1,0.0,4.0,8.062,8.062,67.0,0.0,95.0,0.0,0.0
vnd,R211,R,2,965.4,965.4,0.0,3.0,29.289,29.289,27.0,0.0,21.0,0.0,0.0
vnd,RC101,RC,1,1706.6,1706.6,0.0,17.0,5.359,5.359,15.0,0.0,30.0,0.0,0.0
vnd,RC102,RC,1,1533.1,1533.1,0.0,15.0,5.194,5.194,26.0,0.0,43.0,0.0,0.0
vnd,RC103,RC,1,1334.9,1334.9,0.0,12.0,6.113,6.113,25.0,0.0,37.0,0.0,0.0
vnd,RC104,RC,1,1201.5,1201.5,0.0,12.0,6.111,6.111,27.0,0.0,49.0,0.0,0.0
vnd,RC105,RC,1,1568.1,1568.1,0.0,15.0,3.594,3.594,31.0,0.0,50.0,0.0,0.0
vnd,RC106,RC,1,1542.6,1542.6,0.0,14.0,12.377,12.377,22.0,0.0,36.0,0.0,0.0
vnd,RC107,RC,1,1296.0,1296.0,0.0,13.0,7.303,7.303,24.0,0.0,53.0,0.0,0.0
vnd,RC108,RC,1,1183.8,1183.8,0.0,11.0,6.247,6.247,27.0,0.0,39.0,0.0,0.0
vnd,RC201,RC,2,1494.7,1494.7,0.0,5.0,18.458,18.458,46.0,0.0,54.0,0.0,0.0
vnd,RC202,RC,2,1288.8,1288.8,0.0,4.0,17.99,17.99,54.0,0.0,56.0,0.0,0.0
vnd,RC203,RC,2,1006.8,1006.8,0.0,4.0,8.996,8.996,88.0,0.0,96.0,0.0,0.0
vnd,RC204,RC,2,837.1,837.1,0.0,4.0,6.841,6.841,63.0,0.0,57.0,0.0,0.0
vnd,RC205,RC,2,1380.9,1380.9,0.0,5.0,19.662,19.662,59.0,0.0,89.0,0.0,0.0
vnd,RC206,RC,2,1092.8,1092.8,0.0,4.0,3.967,3.967,60.0,0.0,86.0,0.0,0.0
vnd,RC207,RC,2,1104.5,1104.5,0.0,4.0,14.706,14.706,79.0,0.0,89.0,0.0,0.0
vnd,RC208,RC,2,926.6,926.6,0.0,3.0,19.392,19.392,37.0,0.0,36.0,0.0,0.0
