config,neighborhoods,instance,family,type,dist,veh,time_ms,gap_pct
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R111,R,1,1134.3,12,143,8.162486888528646
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R111,R,1,1134.3,12,153,8.162486888528646
sem:Relocate,"oropt,swap,twoopt,cross",R111,R,1,1211.0,12,152,15.4763039954229
sem:Or-opt,"relocate,swap,twoopt,cross",R111,R,1,1145.3,12,99,9.211404596166673
sem:Swap,"relocate,oropt,twoopt,cross",R111,R,1,1134.3,12,188,8.162486888528646
sem:2-opt,"relocate,oropt,swap,cross",R111,R,1,1134.3,12,154,8.162486888528646
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R111,R,1,1134.3,12,170,8.162486888528646
cumul:Relocate,relocate,R112,R,1,1070.4,11,59,12.83997469955725
cumul:Relocate+Or-opt,"relocate,oropt",R112,R,1,1070.4,11,68,12.83997469955725
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R112,R,1,1057.2,11,97,11.448450347881089
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R112,R,1,1057.2,11,101,11.448450347881089
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R112,R,1,1051.9,11,132,10.88973223698082
sem:Relocate,"oropt,swap,twoopt,cross",R112,R,1,1101.3,11,237,16.097406704617324
sem:Or-opt,"relocate,swap,twoopt,cross",R112,R,1,1051.9,11,100,10.88973223698082
sem:Swap,"relocate,oropt,twoopt,cross",R112,R,1,1051.9,11,128,10.88973223698082
sem:2-opt,"relocate,oropt,swap,cross",R112,R,1,1051.9,11,139,10.88973223698082
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R112,R,1,1057.2,11,98,11.448450347881089
cumul:Relocate,relocate,R201,R,2,1459.6,5,153,27.676696990902716
cumul:Relocate+Or-opt,"relocate,oropt",R201,R,2,1428.2,5,189,24.930020993701888
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R201,R,2,1428.2,5,182,24.930020993701888
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R201,R,2,1428.2,5,175,24.930020993701888
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R201,R,2,1332.9,5,303,16.59377186843947
sem:Relocate,"oropt,swap,twoopt,cross",R201,R,2,1342.2,5,647,17.407277816655004
sem:Or-opt,"relocate,swap,twoopt,cross",R201,R,2,1350.2,5,240,18.10706787963611
sem:Swap,"relocate,oropt,twoopt,cross",R201,R,2,1332.9,5,316,16.59377186843947
sem:2-opt,"relocate,oropt,swap,cross",R201,R,2,1332.9,5,293,16.59377186843947
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R201,R,2,1428.2,5,179,24.930020993701888
cumul:Relocate,relocate,R202,R,2,1177.2,4,177,14.33566433566435
cumul:Relocate+Or-opt,"relocate,oropt",R202,R,2,1162.6,4,209,12.91763791763792
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R202,R,2,1160.7,4,243,12.733100233100247
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R202,R,2,1160.7,4,253,12.733100233100247
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R202,R,2,1160.7,4,280,12.733100233100247
sem:Relocate,"oropt,swap,twoopt,cross",R202,R,2,1338.0,4,399,29.953379953379965
sem:Or-opt,"relocate,swap,twoopt,cross",R202,R,2,1160.7,4,225,12.733100233100247
sem:Swap,"relocate,oropt,twoopt,cross",R202,R,2,1160.7,4,268,12.733100233100247
sem:2-opt,"relocate,oropt,swap,cross",R202,R,2,1160.7,4,266,12.733100233100247
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R202,R,2,1160.7,4,272,12.733100233100247
cumul:Relocate,relocate,R203,R,2,1046.0,4,290,20.119430408819483
cumul:Relocate+Or-opt,"relocate,oropt",R203,R,2,1044.0,4,323,19.889756545705104
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R203,R,2,1044.0,4,324,19.889756545705104
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R203,R,2,1025.3,4,427,17.74230592558567
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R203,R,2,1025.3,4,438,17.74230592558567
sem:Relocate,"oropt,swap,twoopt,cross",R203,R,2,1023.4,4,923,17.52411575562701
sem:Or-opt,"relocate,swap,twoopt,cross",R203,R,2,1025.3,4,390,17.74230592558567
sem:Swap,"relocate,oropt,twoopt,cross",R203,R,2,1020.7,4,518,17.214056040422612
sem:2-opt,"relocate,oropt,swap,cross",R203,R,2,1044.0,4,396,19.889756545705104
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R203,R,2,1025.3,4,453,17.74230592558567
cumul:Relocate,relocate,R204,R,2,858.3,4,250,17.36633392588541
cumul:Relocate+Or-opt,"relocate,oropt",R204,R,2,847.2,4,322,15.848488992205676
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R204,R,2,846.7,4,428,15.780117598796679
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R204,R,2,846.7,4,373,15.780117598796679
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R204,R,2,846.7,4,436,15.780117598796679
sem:Relocate,"oropt,swap,twoopt,cross",R204,R,2,905.3,4,799,23.793244906331193
sem:Or-opt,"relocate,swap,twoopt,cross",R204,R,2,850.3,4,356,16.27239163134145
sem:Swap,"relocate,oropt,twoopt,cross",R204,R,2,847.1,4,407,15.834814713523873
sem:2-opt,"relocate,oropt,swap,cross",R204,R,2,846.7,4,418,15.780117598796679
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R204,R,2,846.7,4,390,15.780117598796679
cumul:Relocate,relocate,R205,R,2,1178.2,4,121,24.047167824805232
cumul:Relocate+Or-opt,"relocate,oropt",R205,R,2,1178.2,4,129,24.047167824805232
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R205,R,2,1178.2,4,137,24.047167824805232
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R205,R,2,1178.2,4,138,24.047167824805232
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R205,R,2,1178.2,4,155,24.047167824805232
sem:Relocate,"oropt,swap,twoopt,cross",R205,R,2,1178.9,4,511,24.120867551063398
sem:Or-opt,"relocate,swap,twoopt,cross",R205,R,2,1178.2,4,135,24.047167824805232
sem:Swap,"relocate,oropt,twoopt,cross",R205,R,2,1178.2,4,150,24.047167824805232
sem:2-opt,"relocate,oropt,swap,cross",R205,R,2,1178.2,4,155,24.047167824805232
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R205,R,2,1178.2,4,139,24.047167824805232
cumul:Relocate,relocate,R206,R,2,1108.7,3,94,26.578376527000806
cumul:Relocate+Or-opt,"relocate,oropt",R206,R,2,1102.6,3,161,25.88194999429158
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R206,R,2,1083.7,3,276,23.72416942573354
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R206,R,2,1076.7,3,412,22.924991437378704
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R206,R,2,1076.7,3,368,22.924991437378704
sem:Relocate,"oropt,swap,twoopt,cross",R206,R,2,1159.9,3,293,32.42379267039618
sem:Or-opt,"relocate,swap,twoopt,cross",R206,R,2,1052.6,3,245,20.17353579175704
sem:Swap,"relocate,oropt,twoopt,cross",R206,R,2,1089.3,3,277,24.363511816417397
sem:2-opt,"relocate,oropt,swap,cross",R206,R,2,1083.7,3,288,23.72416942573354
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R206,R,2,1076.7,3,364,22.924991437378704
cumul:Relocate,relocate,R207,R,2,956.3,3,146,20.440806045340047
cumul:Relocate+Or-opt,"relocate,oropt",R207,R,2,940.7,3,299,18.47607052896726
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R207,R,2,940.7,3,267,18.47607052896726
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R207,R,2,940.7,3,293,18.47607052896726
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R207,R,2,940.7,3,299,18.47607052896726
sem:Relocate,"oropt,swap,twoopt,cross",R207,R,2,957.4,3,708,20.579345088161205
sem:Or-opt,"relocate,swap,twoopt,cross",R207,R,2,956.3,3,183,20.440806045340047
sem:Swap,"relocate,oropt,twoopt,cross",R207,R,2,940.7,3,294,18.47607052896726
sem:2-opt,"relocate,oropt,swap,cross",R207,R,2,940.7,3,283,18.47607052896726
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R207,R,2,940.7,3,285,18.47607052896726
cumul:Relocate,relocate,R208,R,2,845.8,3,117,20.656205420827384
cumul:Relocate+Or-opt,"relocate,oropt",R208,R,2,829.5,3,232,18.33095577746077
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R208,R,2,821.9,3,348,17.246790299572037
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R208,R,2,821.9,3,295,17.246790299572037
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R208,R,2,821.9,3,310,17.246790299572037
sem:Relocate,"oropt,swap,twoopt,cross",R208,R,2,839.1,3,531,19.700427960057066
sem:Or-opt,"relocate,swap,twoopt,cross",R208,R,2,824.3,3,219,17.589158345221108
sem:Swap,"relocate,oropt,twoopt,cross",R208,R,2,821.9,3,322,17.246790299572037
sem:2-opt,"relocate,oropt,swap,cross",R208,R,2,821.9,3,295,17.246790299572037
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R208,R,2,821.9,3,285,17.246790299572037
cumul:Relocate,relocate,R209,R,2,1097.9,4,131,28.4394010294806
cumul:Relocate+Or-opt,"relocate,oropt",R209,R,2,954.6,4,344,11.675245671502115
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R209,R,2,954.6,4,351,11.675245671502115
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R209,R,2,954.6,4,343,11.675245671502115
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R209,R,2,954.6,4,384,11.675245671502115
sem:Relocate,"oropt,swap,twoopt,cross",R209,R,2,1031.0,4,742,20.613008890968654
sem:Or-opt,"relocate,swap,twoopt,cross",R209,R,2,1096.5,4,167,28.275620028076748
sem:Swap,"relocate,oropt,twoopt,cross",R209,R,2,954.6,4,374,11.675245671502115
sem:2-opt,"relocate,oropt,swap,cross",R209,R,2,954.6,4,403,11.675245671502115
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R209,R,2,954.6,4,351,11.675245671502115
cumul:Relocate,relocate,R210,R,2,1121.7,4,179,24.564131038312055
cumul:Relocate+Or-opt,"relocate,oropt",R210,R,2,1109.0,4,232,23.153803442531924
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R210,R,2,1093.5,4,272,21.432537479178233
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R210,R,2,1093.5,4,275,21.432537479178233
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R210,R,2,1093.5,4,308,21.432537479178233
sem:Relocate,"oropt,swap,twoopt,cross",R210,R,2,1186.1,4,548,31.715713492504154
sem:Or-opt,"relocate,swap,twoopt,cross",R210,R,2,1106.2,4,212,22.84286507495836
sem:Swap,"relocate,oropt,twoopt,cross",R210,R,2,1093.5,4,281,21.432537479178233
sem:2-opt,"relocate,oropt,swap,cross",R210,R,2,1093.5,4,307,21.432537479178233
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R210,R,2,1093.5,4,284,21.432537479178233
cumul:Relocate,relocate,R211,R,2,991.2,3,37,32.74407392527119
cumul:Relocate+Or-opt,"relocate,oropt",R211,R,2,929.0,3,142,24.414088656756388
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R211,R,2,929.0,3,138,24.414088656756388
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R211,R,2,929.0,3,145,24.414088656756388
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R211,R,2,929.0,3,159,24.414088656756388
sem:Relocate,"oropt,swap,twoopt,cross",R211,R,2,916.3,3,539,22.713271728940658
sem:Or-opt,"relocate,swap,twoopt,cross",R211,R,2,981.5,3,86,31.44502477567965
sem:Swap,"relocate,oropt,twoopt,cross",R211,R,2,929.0,3,195,24.414088656756388
sem:2-opt,"relocate,oropt,swap,cross",R211,R,2,929.0,3,161,24.414088656756388
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R211,R,2,929.0,3,139,24.414088656756388
cumul:Relocate,relocate,RC101,RC,1,1726.9,17,48,6.61192739844426
cumul:Relocate+Or-opt,"relocate,oropt",RC101,RC,1,1726.9,17,56,6.61192739844426
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC101,RC,1,1722.2,17,60,6.321768119520935
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC101,RC,1,1722.2,17,62,6.321768119520935
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC101,RC,1,1691.1,17,128,4.401777997283612
sem:Relocate,"oropt,swap,twoopt,cross",RC101,RC,1,1774.4,17,161,9.544388196073598
sem:Or-opt,"relocate,swap,twoopt,cross",RC101,RC,1,1691.1,17,85,4.401777997283612
sem:Swap,"relocate,oropt,twoopt,cross",RC101,RC,1,1691.1,17,139,4.401777997283612
sem:2-opt,"relocate,oropt,swap,cross",RC101,RC,1,1691.1,17,125,4.401777997283612
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC101,RC,1,1722.2,17,62,6.321768119520935
cumul:Relocate,relocate,RC102,RC,1,1608.1,15,69,10.340332098257157
cumul:Relocate+Or-opt,"relocate,oropt",RC102,RC,1,1606.4,15,79,10.22368601619322
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC102,RC,1,1582.7,15,137,8.59750240153698
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC102,RC,1,1582.7,15,132,8.59750240153698
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC102,RC,1,1544.1,15,221,5.9489501852614115
sem:Relocate,"oropt,swap,twoopt,cross",RC102,RC,1,1558.5,15,366,6.937011115685461
sem:Or-opt,"relocate,swap,twoopt,cross",RC102,RC,1,1544.1,15,146,5.9489501852614115
sem:Swap,"relocate,oropt,twoopt,cross",RC102,RC,1,1551.2,15,207,6.436119116234386
sem:2-opt,"relocate,oropt,swap,cross",RC102,RC,1,1544.1,15,220,5.9489501852614115
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC102,RC,1,1582.7,15,135,8.59750240153698
cumul:Relocate,relocate,RC103,RC,1,1420.0,12,37,12.87758346581876
cumul:Relocate+Or-opt,"relocate,oropt",RC103,RC,1,1416.4,12,63,12.591414944356128
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC103,RC,1,1403.1,12,129,11.534181240063585
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC103,RC,1,1403.1,12,127,11.534181240063585
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC103,RC,1,1403.1,12,136,11.534181240063585
sem:Relocate,"oropt,swap,twoopt,cross",RC103,RC,1,1398.9,12,280,11.200317965023855
sem:Or-opt,"relocate,swap,twoopt,cross",RC103,RC,1,1380.9,12,113,9.76947535771066
sem:Swap,"relocate,oropt,twoopt,cross",RC103,RC,1,1384.5,12,169,10.05564387917329
sem:2-opt,"relocate,oropt,swap,cross",RC103,RC,1,1403.1,12,149,11.534181240063585
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC103,RC,1,1403.1,12,125,11.534181240063585
cumul:Relocate,relocate,RC104,RC,1,1233.7,12,79,8.955223880597023
cumul:Relocate+Or-opt,"relocate,oropt",RC104,RC,1,1233.7,12,82,8.955223880597023
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC104,RC,1,1230.3,12,119,8.65495010156319
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC104,RC,1,1208.1,12,132,6.6943389561070346
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC104,RC,1,1203.8,12,173,6.314580941446614
sem:Relocate,"oropt,swap,twoopt,cross",RC104,RC,1,1225.8,12,335,8.257528923430186
sem:Or-opt,"relocate,swap,twoopt,cross",RC104,RC,1,1203.8,12,124,6.314580941446614
sem:Swap,"relocate,oropt,twoopt,cross",RC104,RC,1,1204.3,12,168,6.358738850128058
sem:2-opt,"relocate,oropt,swap,cross",RC104,RC,1,1225.0,12,189,8.18687626953988
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC104,RC,1,1208.1,12,132,6.6943389561070346
cumul:Relocate,relocate,RC105,RC,1,1694.7,16,31,11.957455242121952
cumul:Relocate+Or-opt,"relocate,oropt",RC105,RC,1,1688.8,16,56,11.56768183920195
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC105,RC,1,1599.6,15,150,5.674836493360631
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC105,RC,1,1599.6,15,149,5.674836493360631
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC105,RC,1,1599.6,15,167,5.674836493360631
sem:Relocate,"oropt,swap,twoopt,cross",RC105,RC,1,1694.1,16,237,11.917817268943638
sem:Or-opt,"relocate,swap,twoopt,cross",RC105,RC,1,1602.4,15,112,5.859813701526065
sem:Swap,"relocate,oropt,twoopt,cross",RC105,RC,1,1614.9,15,230,6.685604809407415
sem:2-opt,"relocate,oropt,swap,cross",RC105,RC,1,1599.6,15,165,5.674836493360631
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC105,RC,1,1599.6,15,159,5.674836493360631
cumul:Relocate,relocate,RC106,RC,1,1590.5,14,29,15.866540394842277
cumul:Relocate+Or-opt,"relocate,oropt",RC106,RC,1,1590.2,14,45,15.84468565600641
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC106,RC,1,1543.3,14,102,12.428061484665252
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC106,RC,1,1543.3,14,104,12.428061484665252
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC106,RC,1,1538.3,14,134,12.063815837400735
sem:Relocate,"oropt,swap,twoopt,cross",RC106,RC,1,1579.8,14,259,15.087054709696213
sem:Or-opt,"relocate,swap,twoopt,cross",RC106,RC,1,1538.6,14,77,12.085670576236604
sem:Swap,"relocate,oropt,twoopt,cross",RC106,RC,1,1517.2,14,187,10.526699205944489
sem:2-opt,"relocate,oropt,swap,cross",RC106,RC,1,1538.3,14,131,12.063815837400735
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC106,RC,1,1543.3,14,102,12.428061484665252
cumul:Relocate,relocate,RC107,RC,1,1419.4,13,62,17.51945686371917
cumul:Relocate+Or-opt,"relocate,oropt",RC107,RC,1,1363.8,13,135,12.916045702930951
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC107,RC,1,1359.5,13,184,12.560026494452728
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC107,RC,1,1359.5,13,164,12.560026494452728
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC107,RC,1,1330.3,13,220,10.14240768339129
sem:Relocate,"oropt,swap,twoopt,cross",RC107,RC,1,1454.7,13,310,20.442126179831106
sem:Or-opt,"relocate,swap,twoopt,cross",RC107,RC,1,1332.7,12,153,10.341116078821004
sem:Swap,"relocate,oropt,twoopt,cross",RC107,RC,1,1337.7,13,190,10.755091902632895
sem:2-opt,"relocate,oropt,swap,cross",RC107,RC,1,1330.3,13,286,10.14240768339129
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC107,RC,1,1359.5,13,160,12.560026494452728
cumul:Relocate,relocate,RC108,RC,1,1243.9,11,58,11.640639023514634
cumul:Relocate+Or-opt,"relocate,oropt",RC108,RC,1,1234.2,11,92,10.770059235325794
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC108,RC,1,1183.3,11,173,6.201759109675095
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC108,RC,1,1183.3,11,156,6.201759109675095
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC108,RC,1,1183.3,11,164,6.201759109675095
sem:Relocate,"oropt,swap,twoopt,cross",RC108,RC,1,1273.6,11,192,14.306228684257752
sem:Or-opt,"relocate,swap,twoopt,cross",RC108,RC,1,1183.3,11,117,6.201759109675095
sem:Swap,"relocate,oropt,twoopt,cross",RC108,RC,1,1188.5,11,133,6.668461676539216
sem:2-opt,"relocate,oropt,swap,cross",RC108,RC,1,1183.3,11,170,6.201759109675095
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC108,RC,1,1183.3,11,155,6.201759109675095
cumul:Relocate,relocate,RC201,RC,2,1572.5,5,121,24.623553653510864
cumul:Relocate+Or-opt,"relocate,oropt",RC201,RC,2,1541.1,5,173,22.135045173561576
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC201,RC,2,1541.1,5,179,22.135045173561576
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC201,RC,2,1541.1,5,180,22.135045173561576
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC201,RC,2,1541.1,5,193,22.135045173561576
sem:Relocate,"oropt,swap,twoopt,cross",RC201,RC,2,1648.1,5,346,30.614994452369626
sem:Or-opt,"relocate,swap,twoopt,cross",RC201,RC,2,1566.3,5,160,24.132192106514506
sem:Swap,"relocate,oropt,twoopt,cross",RC201,RC,2,1541.1,5,201,22.135045173561576
sem:2-opt,"relocate,oropt,swap,cross",RC201,RC,2,1541.1,5,192,22.135045173561576
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC201,RC,2,1541.1,5,184,22.135045173561576
cumul:Relocate,relocate,RC202,RC,2,1451.3,4,108,32.86642863682139
cumul:Relocate+Or-opt,"relocate,oropt",RC202,RC,2,1405.3,4,187,28.65513137416461
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC202,RC,2,1405.3,4,189,28.65513137416461
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC202,RC,2,1405.3,4,192,28.65513137416461
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC202,RC,2,1405.3,4,209,28.65513137416461
sem:Relocate,"oropt,swap,twoopt,cross",RC202,RC,2,1433.4,4,463,31.22768470200496
sem:Or-opt,"relocate,swap,twoopt,cross",RC202,RC,2,1428.9,4,177,30.815709969788536
sem:Swap,"relocate,oropt,twoopt,cross",RC202,RC,2,1405.3,4,202,28.65513137416461
sem:2-opt,"relocate,oropt,swap,cross",RC202,RC,2,1405.3,4,202,28.65513137416461
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC202,RC,2,1405.3,4,195,28.65513137416461
cumul:Relocate,relocate,RC203,RC,2,1178.5,4,185,27.584713651618486
cumul:Relocate+Or-opt,"relocate,oropt",RC203,RC,2,1159.3,4,243,25.506116704557748
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC203,RC,2,1131.0,4,288,22.442351412796356
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC203,RC,2,1119.5,4,343,21.197358449713104
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC203,RC,2,1119.5,4,363,21.197358449713104
sem:Relocate,"oropt,swap,twoopt,cross",RC203,RC,2,1165.3,4,603,26.155678250514224
sem:Or-opt,"relocate,swap,twoopt,cross",RC203,RC,2,1135.6,4,257,22.940348598029647
sem:Swap,"relocate,oropt,twoopt,cross",RC203,RC,2,1119.5,4,340,21.197358449713104
sem:2-opt,"relocate,oropt,swap,cross",RC203,RC,2,1131.0,4,300,22.442351412796356
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC203,RC,2,1119.5,4,337,21.197358449713104
cumul:Relocate,relocate,RC204,RC,2,1024.5,4,100,30.759412890874284
cumul:Relocate+Or-opt,"relocate,oropt",RC204,RC,2,913.1,4,299,16.541161455009576
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC204,RC,2,913.1,4,294,16.541161455009576
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC204,RC,2,913.1,4,300,16.541161455009576
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC204,RC,2,913.1,4,316,16.541161455009576
sem:Relocate,"oropt,swap,twoopt,cross",RC204,RC,2,922.4,4,500,17.728142948308868
sem:Or-opt,"relocate,swap,twoopt,cross",RC204,RC,2,972.8,4,203,24.160816847479254
sem:Swap,"relocate,oropt,twoopt,cross",RC204,RC,2,913.1,4,306,16.541161455009576
sem:2-opt,"relocate,oropt,swap,cross",RC204,RC,2,913.1,4,321,16.541161455009576
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC204,RC,2,913.1,4,292,16.541161455009576
cumul:Relocate,relocate,RC205,RC,2,1652.6,5,142,43.20623916811091
cumul:Relocate+Or-opt,"relocate,oropt",RC205,RC,2,1472.5,5,281,27.599653379549395
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC205,RC,2,1461.9,5,277,26.681109185441947
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC205,RC,2,1460.0,5,294,26.51646447140381
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC205,RC,2,1412.9,5,371,22.435008665511273
sem:Relocate,"oropt,swap,twoopt,cross",RC205,RC,2,1395.5,5,835,20.92720970537262
sem:Or-opt,"relocate,swap,twoopt,cross",RC205,RC,2,1481.0,5,275,28.336221837088388
sem:Swap,"relocate,oropt,twoopt,cross",RC205,RC,2,1421.0,5,363,23.1369150779896
sem:2-opt,"relocate,oropt,swap,cross",RC205,RC,2,1414.8,5,402,22.599653379549387
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC205,RC,2,1460.0,5,305,26.51646447140381
cumul:Relocate,relocate,RC206,RC,2,1333.8,4,143,26.895633146227766
cumul:Relocate+Or-opt,"relocate,oropt",RC206,RC,2,1307.8,4,235,24.422034059556662
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC206,RC,2,1307.8,4,209,24.422034059556662
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC206,RC,2,1299.3,4,239,23.613357435068032
