config,neighborhoods,instance,family,type,dist,veh,time_ms,gap_pct
cumul:Relocate,relocate,R111,R,1,1157.2,12,12,10.34614284352055
cumul:Relocate+Or-opt,"relocate,oropt",R111,R,1,1145.7,12,19,9.24954705826261
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R111,R,1,1134.3,12,25,8.162486888528646
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R111,R,1,1134.3,12,26,8.162486888528646
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R111,R,1,1134.3,12,28,8.162486888528646
sem:Relocate,"oropt,swap,twoopt,cross",R111,R,1,1211.0,12,25,15.4763039954229
sem:Or-opt,"relocate,swap,twoopt,cross",R111,R,1,1145.3,12,18,9.211404596166673
sem:Swap,"relocate,oropt,twoopt,cross",R111,R,1,1134.3,12,34,8.162486888528646
sem:2-opt,"relocate,oropt,swap,cross",R111,R,1,1134.3,12,28,8.162486888528646
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R111,R,1,1134.3,12,25,8.162486888528646
cumul:Relocate,relocate,R112,R,1,1070.4,11,10,12.83997469955725
cumul:Relocate+Or-opt,"relocate,oropt",R112,R,1,1070.4,11,12,12.83997469955725
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R112,R,1,1057.2,11,17,11.448450347881089
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R112,R,1,1057.2,11,17,11.448450347881089
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R112,R,1,1051.9,11,24,10.88973223698082
sem:Relocate,"oropt,swap,twoopt,cross",R112,R,1,1101.3,11,41,16.097406704617324
sem:Or-opt,"relocate,swap,twoopt,cross",R112,R,1,1051.9,11,18,10.88973223698082
sem:Swap,"relocate,oropt,twoopt,cross",R112,R,1,1051.9,11,24,10.88973223698082
sem:2-opt,"relocate,oropt,swap,cross",R112,R,1,1051.9,11,24,10.88973223698082
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R112,R,1,1057.2,11,17,11.448450347881089
cumul:Relocate,relocate,R201,R,2,1459.6,5,17,27.676696990902716
cumul:Relocate+Or-opt,"relocate,oropt",R201,R,2,1428.2,5,30,24.930020993701888
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R201,R,2,1428.2,5,30,24.930020993701888
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R201,R,2,1428.2,5,30,24.930020993701888
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R201,R,2,1332.9,5,50,16.59377186843947
sem:Relocate,"oropt,swap,twoopt,cross",R201,R,2,1342.2,5,93,17.407277816655004
sem:Or-opt,"relocate,swap,twoopt,cross",R201,R,2,1350.2,5,39,18.10706787963611
sem:Swap,"relocate,oropt,twoopt,cross",R201,R,2,1332.9,5,52,16.59377186843947
sem:2-opt,"relocate,oropt,swap,cross",R201,R,2,1332.9,5,49,16.59377186843947
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R201,R,2,1428.2,5,30,24.930020993701888
cumul:Relocate,relocate,R202,R,2,1177.2,4,29,14.33566433566435
cumul:Relocate+Or-opt,"relocate,oropt",R202,R,2,1162.6,4,35,12.91763791763792
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R202,R,2,1160.7,4,39,12.733100233100247
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R202,R,2,1160.7,4,40,12.733100233100247
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R202,R,2,1160.7,4,43,12.733100233100247
sem:Relocate,"oropt,swap,twoopt,cross",R202,R,2,1338.0,4,67,29.953379953379965
sem:Or-opt,"relocate,swap,twoopt,cross",R202,R,2,1160.7,4,38,12.733100233100247
sem:Swap,"relocate,oropt,twoopt,cross",R202,R,2,1160.7,4,45,12.733100233100247
sem:2-opt,"relocate,oropt,swap,cross",R202,R,2,1160.7,4,43,12.733100233100247
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R202,R,2,1160.7,4,40,12.733100233100247
cumul:Relocate,relocate,R203,R,2,1046.0,4,50,20.119430408819483
cumul:Relocate+Or-opt,"relocate,oropt",R203,R,2,1044.0,4,56,19.889756545705104
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R203,R,2,1044.0,4,55,19.889756545705104
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R203,R,2,1025.3,4,68,17.74230592558567
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R203,R,2,1025.3,4,72,17.74230592558567
sem:Relocate,"oropt,swap,twoopt,cross",R203,R,2,1023.4,4,158,17.52411575562701
sem:Or-opt,"relocate,swap,twoopt,cross",R203,R,2,1025.3,4,58,17.74230592558567
sem:Swap,"relocate,oropt,twoopt,cross",R203,R,2,1020.7,4,70,17.214056040422612
sem:2-opt,"relocate,oropt,swap,cross",R203,R,2,1044.0,4,59,19.889756545705104
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R203,R,2,1025.3,4,67,17.74230592558567
cumul:Relocate,relocate,R204,R,2,858.3,4,42,17.36633392588541
cumul:Relocate+Or-opt,"relocate,oropt",R204,R,2,847.2,4,55,15.848488992205676
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R204,R,2,846.7,4,63,15.780117598796679
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R204,R,2,846.7,4,68,15.780117598796679
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R204,R,2,846.7,4,68,15.780117598796679
sem:Relocate,"oropt,swap,twoopt,cross",R204,R,2,905.3,4,135,23.793244906331193
sem:Or-opt,"relocate,swap,twoopt,cross",R204,R,2,850.3,4,61,16.27239163134145
sem:Swap,"relocate,oropt,twoopt,cross",R204,R,2,847.1,4,65,15.834814713523873
sem:2-opt,"relocate,oropt,swap,cross",R204,R,2,846.7,4,68,15.780117598796679
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R204,R,2,846.7,4,64,15.780117598796679
cumul:Relocate,relocate,R205,R,2,1178.2,4,20,24.047167824805232
cumul:Relocate+Or-opt,"relocate,oropt",R205,R,2,1178.2,4,22,24.047167824805232
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R205,R,2,1178.2,4,23,24.047167824805232
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R205,R,2,1178.2,4,23,24.047167824805232
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R205,R,2,1178.2,4,26,24.047167824805232
sem:Relocate,"oropt,swap,twoopt,cross",R205,R,2,1178.9,4,87,24.120867551063398
sem:Or-opt,"relocate,swap,twoopt,cross",R205,R,2,1178.2,4,23,24.047167824805232
sem:Swap,"relocate,oropt,twoopt,cross",R205,R,2,1178.2,4,26,24.047167824805232
sem:2-opt,"relocate,oropt,swap,cross",R205,R,2,1178.2,4,26,24.047167824805232
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R205,R,2,1178.2,4,23,24.047167824805232
cumul:Relocate,relocate,R206,R,2,1108.7,3,16,26.578376527000806
cumul:Relocate+Or-opt,"relocate,oropt",R206,R,2,1102.6,3,23,25.88194999429158
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R206,R,2,1083.7,3,47,23.72416942573354
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R206,R,2,1076.7,3,59,22.924991437378704
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R206,R,2,1076.7,3,62,22.924991437378704
sem:Relocate,"oropt,swap,twoopt,cross",R206,R,2,1159.9,3,48,32.42379267039618
sem:Or-opt,"relocate,swap,twoopt,cross",R206,R,2,1052.6,3,41,20.17353579175704
sem:Swap,"relocate,oropt,twoopt,cross",R206,R,2,1089.3,3,44,24.363511816417397
sem:2-opt,"relocate,oropt,swap,cross",R206,R,2,1083.7,3,50,23.72416942573354
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R206,R,2,1076.7,3,58,22.924991437378704
cumul:Relocate,relocate,R207,R,2,956.3,3,25,20.440806045340047
cumul:Relocate+Or-opt,"relocate,oropt",R207,R,2,940.7,3,45,18.47607052896726
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R207,R,2,940.7,3,45,18.47607052896726
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R207,R,2,940.7,3,46,18.47607052896726
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R207,R,2,940.7,3,49,18.47607052896726
sem:Relocate,"oropt,swap,twoopt,cross",R207,R,2,957.4,3,112,20.579345088161205
sem:Or-opt,"relocate,swap,twoopt,cross",R207,R,2,956.3,3,30,20.440806045340047
sem:Swap,"relocate,oropt,twoopt,cross",R207,R,2,940.7,3,49,18.47607052896726
sem:2-opt,"relocate,oropt,swap,cross",R207,R,2,940.7,3,48,18.47607052896726
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R207,R,2,940.7,3,45,18.47607052896726
cumul:Relocate,relocate,R208,R,2,845.8,3,19,20.656205420827384
cumul:Relocate+Or-opt,"relocate,oropt",R208,R,2,829.5,3,36,18.33095577746077
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R208,R,2,821.9,3,48,17.246790299572037
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R208,R,2,821.9,3,48,17.246790299572037
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R208,R,2,821.9,3,52,17.246790299572037
sem:Relocate,"oropt,swap,twoopt,cross",R208,R,2,839.1,3,85,19.700427960057066
sem:Or-opt,"relocate,swap,twoopt,cross",R208,R,2,824.3,3,37,17.589158345221108
sem:Swap,"relocate,oropt,twoopt,cross",R208,R,2,821.9,3,53,17.246790299572037
sem:2-opt,"relocate,oropt,swap,cross",R208,R,2,821.9,3,52,17.246790299572037
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R208,R,2,821.9,3,48,17.246790299572037
cumul:Relocate,relocate,R209,R,2,1097.9,4,22,28.4394010294806
cumul:Relocate+Or-opt,"relocate,oropt",R209,R,2,954.6,4,59,11.675245671502115
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R209,R,2,954.6,4,60,11.675245671502115
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R209,R,2,954.6,4,59,11.675245671502115
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R209,R,2,954.6,4,64,11.675245671502115
sem:Relocate,"oropt,swap,twoopt,cross",R209,R,2,1031.0,4,109,20.613008890968654
sem:Or-opt,"relocate,swap,twoopt,cross",R209,R,2,1096.5,4,29,28.275620028076748
sem:Swap,"relocate,oropt,twoopt,cross",R209,R,2,954.6,4,63,11.675245671502115
sem:2-opt,"relocate,oropt,swap,cross",R209,R,2,954.6,4,62,11.675245671502115
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R209,R,2,954.6,4,60,11.675245671502115
cumul:Relocate,relocate,R210,R,2,1121.7,4,28,24.564131038312055
cumul:Relocate+Or-opt,"relocate,oropt",R210,R,2,1109.0,4,38,23.153803442531924
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R210,R,2,1093.5,4,47,21.432537479178233
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R210,R,2,1093.5,4,47,21.432537479178233
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R210,R,2,1093.5,4,51,21.432537479178233
sem:Relocate,"oropt,swap,twoopt,cross",R210,R,2,1186.1,4,92,31.715713492504154
sem:Or-opt,"relocate,swap,twoopt,cross",R210,R,2,1106.2,4,36,22.84286507495836
sem:Swap,"relocate,oropt,twoopt,cross",R210,R,2,1093.5,4,46,21.432537479178233
sem:2-opt,"relocate,oropt,swap,cross",R210,R,2,1093.5,4,50,21.432537479178233
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R210,R,2,1093.5,4,47,21.432537479178233
cumul:Relocate,relocate,R211,R,2,991.2,3,6,32.74407392527119
cumul:Relocate+Or-opt,"relocate,oropt",R211,R,2,929.0,3,23,24.414088656756388
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",R211,R,2,929.0,3,24,24.414088656756388
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",R211,R,2,929.0,3,24,24.414088656756388
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",R211,R,2,929.0,3,27,24.414088656756388
sem:Relocate,"oropt,swap,twoopt,cross",R211,R,2,916.3,3,85,22.713271728940658
sem:Or-opt,"relocate,swap,twoopt,cross",R211,R,2,981.5,3,13,31.44502477567965
sem:Swap,"relocate,oropt,twoopt,cross",R211,R,2,929.0,3,27,24.414088656756388
sem:2-opt,"relocate,oropt,swap,cross",R211,R,2,929.0,3,27,24.414088656756388
sem:Cross-exch.,"relocate,oropt,swap,twoopt",R211,R,2,929.0,3,24,24.414088656756388
cumul:Relocate,relocate,RC101,RC,1,1726.9,17,8,6.61192739844426
cumul:Relocate+Or-opt,"relocate,oropt",RC101,RC,1,1726.9,17,9,6.61192739844426
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC101,RC,1,1722.2,17,11,6.321768119520935
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC101,RC,1,1722.2,17,11,6.321768119520935
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC101,RC,1,1691.1,17,23,4.401777997283612
sem:Relocate,"oropt,swap,twoopt,cross",RC101,RC,1,1774.4,17,28,9.544388196073598
sem:Or-opt,"relocate,swap,twoopt,cross",RC101,RC,1,1691.1,17,17,4.401777997283612
sem:Swap,"relocate,oropt,twoopt,cross",RC101,RC,1,1691.1,17,26,4.401777997283612
sem:2-opt,"relocate,oropt,swap,cross",RC101,RC,1,1691.1,17,23,4.401777997283612
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC101,RC,1,1722.2,17,11,6.321768119520935
cumul:Relocate,relocate,RC102,RC,1,1608.1,15,11,10.340332098257157
cumul:Relocate+Or-opt,"relocate,oropt",RC102,RC,1,1606.4,15,14,10.22368601619322
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC102,RC,1,1582.7,15,22,8.59750240153698
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC102,RC,1,1582.7,15,23,8.59750240153698
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC102,RC,1,1544.1,15,38,5.9489501852614115
sem:Relocate,"oropt,swap,twoopt,cross",RC102,RC,1,1558.5,15,61,6.937011115685461
sem:Or-opt,"relocate,swap,twoopt,cross",RC102,RC,1,1544.1,15,28,5.9489501852614115
sem:Swap,"relocate,oropt,twoopt,cross",RC102,RC,1,1551.2,15,37,6.436119116234386
sem:2-opt,"relocate,oropt,swap,cross",RC102,RC,1,1544.1,15,38,5.9489501852614115
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC102,RC,1,1582.7,15,23,8.59750240153698
cumul:Relocate,relocate,RC103,RC,1,1420.0,12,6,12.87758346581876
cumul:Relocate+Or-opt,"relocate,oropt",RC103,RC,1,1416.4,12,11,12.591414944356128
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC103,RC,1,1403.1,12,22,11.534181240063585
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC103,RC,1,1403.1,12,22,11.534181240063585
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC103,RC,1,1403.1,12,25,11.534181240063585
sem:Relocate,"oropt,swap,twoopt,cross",RC103,RC,1,1398.9,12,46,11.200317965023855
sem:Or-opt,"relocate,swap,twoopt,cross",RC103,RC,1,1380.9,12,22,9.76947535771066
sem:Swap,"relocate,oropt,twoopt,cross",RC103,RC,1,1384.5,12,30,10.05564387917329
sem:2-opt,"relocate,oropt,swap,cross",RC103,RC,1,1403.1,12,25,11.534181240063585
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC103,RC,1,1403.1,12,22,11.534181240063585
cumul:Relocate,relocate,RC104,RC,1,1233.7,12,13,8.955223880597023
cumul:Relocate+Or-opt,"relocate,oropt",RC104,RC,1,1233.7,12,14,8.955223880597023
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC104,RC,1,1230.3,12,19,8.65495010156319
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC104,RC,1,1208.1,12,23,6.6943389561070346
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC104,RC,1,1203.8,12,30,6.314580941446614
sem:Relocate,"oropt,swap,twoopt,cross",RC104,RC,1,1225.8,12,52,8.257528923430186
sem:Or-opt,"relocate,swap,twoopt,cross",RC104,RC,1,1203.8,12,23,6.314580941446614
sem:Swap,"relocate,oropt,twoopt,cross",RC104,RC,1,1204.3,12,30,6.358738850128058
sem:2-opt,"relocate,oropt,swap,cross",RC104,RC,1,1225.0,12,31,8.18687626953988
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC104,RC,1,1208.1,12,23,6.6943389561070346
cumul:Relocate,relocate,RC105,RC,1,1694.7,16,5,11.957455242121952
cumul:Relocate+Or-opt,"relocate,oropt",RC105,RC,1,1688.8,16,9,11.56768183920195
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC105,RC,1,1599.6,15,26,5.674836493360631
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC105,RC,1,1599.6,15,26,5.674836493360631
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC105,RC,1,1599.6,15,28,5.674836493360631
sem:Relocate,"oropt,swap,twoopt,cross",RC105,RC,1,1694.1,16,40,11.917817268943638
sem:Or-opt,"relocate,swap,twoopt,cross",RC105,RC,1,1602.4,15,20,5.859813701526065
sem:Swap,"relocate,oropt,twoopt,cross",RC105,RC,1,1614.9,15,42,6.685604809407415
sem:2-opt,"relocate,oropt,swap,cross",RC105,RC,1,1599.6,15,28,5.674836493360631
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC105,RC,1,1599.6,15,26,5.674836493360631
cumul:Relocate,relocate,RC106,RC,1,1590.5,14,5,15.866540394842277
cumul:Relocate+Or-opt,"relocate,oropt",RC106,RC,1,1590.2,14,8,15.84468565600641
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC106,RC,1,1543.3,14,18,12.428061484665252
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC106,RC,1,1543.3,14,18,12.428061484665252
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC106,RC,1,1538.3,14,24,12.063815837400735
sem:Relocate,"oropt,swap,twoopt,cross",RC106,RC,1,1579.8,14,44,15.087054709696213
sem:Or-opt,"relocate,swap,twoopt,cross",RC106,RC,1,1538.6,14,14,12.085670576236604
sem:Swap,"relocate,oropt,twoopt,cross",RC106,RC,1,1517.2,14,34,10.526699205944489
sem:2-opt,"relocate,oropt,swap,cross",RC106,RC,1,1538.3,14,25,12.063815837400735
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC106,RC,1,1543.3,14,18,12.428061484665252
cumul:Relocate,relocate,RC107,RC,1,1419.4,13,10,17.51945686371917
cumul:Relocate+Or-opt,"relocate,oropt",RC107,RC,1,1363.8,13,22,12.916045702930951
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC107,RC,1,1359.5,13,26,12.560026494452728
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC107,RC,1,1359.5,13,26,12.560026494452728
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC107,RC,1,1330.3,13,38,10.14240768339129
sem:Relocate,"oropt,swap,twoopt,cross",RC107,RC,1,1454.7,13,50,20.442126179831106
sem:Or-opt,"relocate,swap,twoopt,cross",RC107,RC,1,1332.7,12,27,10.341116078821004
sem:Swap,"relocate,oropt,twoopt,cross",RC107,RC,1,1337.7,13,34,10.755091902632895
sem:2-opt,"relocate,oropt,swap,cross",RC107,RC,1,1330.3,13,39,10.14240768339129
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC107,RC,1,1359.5,13,26,12.560026494452728
cumul:Relocate,relocate,RC108,RC,1,1243.9,11,10,11.640639023514634
cumul:Relocate+Or-opt,"relocate,oropt",RC108,RC,1,1234.2,11,15,10.770059235325794
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC108,RC,1,1183.3,11,26,6.201759109675095
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC108,RC,1,1183.3,11,26,6.201759109675095
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC108,RC,1,1183.3,11,29,6.201759109675095
sem:Relocate,"oropt,swap,twoopt,cross",RC108,RC,1,1273.6,11,33,14.306228684257752
sem:Or-opt,"relocate,swap,twoopt,cross",RC108,RC,1,1183.3,11,21,6.201759109675095
sem:Swap,"relocate,oropt,twoopt,cross",RC108,RC,1,1188.5,11,23,6.668461676539216
sem:2-opt,"relocate,oropt,swap,cross",RC108,RC,1,1183.3,11,29,6.201759109675095
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC108,RC,1,1183.3,11,26,6.201759109675095
cumul:Relocate,relocate,RC201,RC,2,1572.5,5,19,24.623553653510864
cumul:Relocate+Or-opt,"relocate,oropt",RC201,RC,2,1541.1,5,30,22.135045173561576
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC201,RC,2,1541.1,5,30,22.135045173561576
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC201,RC,2,1541.1,5,30,22.135045173561576
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC201,RC,2,1541.1,5,34,22.135045173561576
sem:Relocate,"oropt,swap,twoopt,cross",RC201,RC,2,1648.1,5,56,30.614994452369626
sem:Or-opt,"relocate,swap,twoopt,cross",RC201,RC,2,1566.3,5,28,24.132192106514506
sem:Swap,"relocate,oropt,twoopt,cross",RC201,RC,2,1541.1,5,33,22.135045173561576
sem:2-opt,"relocate,oropt,swap,cross",RC201,RC,2,1541.1,5,33,22.135045173561576
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC201,RC,2,1541.1,5,31,22.135045173561576
cumul:Relocate,relocate,RC202,RC,2,1451.3,4,19,32.86642863682139
cumul:Relocate+Or-opt,"relocate,oropt",RC202,RC,2,1405.3,4,32,28.65513137416461
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC202,RC,2,1405.3,4,32,28.65513137416461
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC202,RC,2,1405.3,4,32,28.65513137416461
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC202,RC,2,1405.3,4,35,28.65513137416461
sem:Relocate,"oropt,swap,twoopt,cross",RC202,RC,2,1433.4,4,77,31.22768470200496
sem:Or-opt,"relocate,swap,twoopt,cross",RC202,RC,2,1428.9,4,32,30.815709969788536
sem:Swap,"relocate,oropt,twoopt,cross",RC202,RC,2,1405.3,4,35,28.65513137416461
sem:2-opt,"relocate,oropt,swap,cross",RC202,RC,2,1405.3,4,35,28.65513137416461
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC202,RC,2,1405.3,4,32,28.65513137416461
cumul:Relocate,relocate,RC203,RC,2,1178.5,4,32,27.584713651618486
cumul:Relocate+Or-opt,"relocate,oropt",RC203,RC,2,1159.3,4,41,25.506116704557748
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC203,RC,2,1131.0,4,49,22.442351412796356
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC203,RC,2,1119.5,4,58,21.197358449713104
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC203,RC,2,1119.5,4,60,21.197358449713104
sem:Relocate,"oropt,swap,twoopt,cross",RC203,RC,2,1165.3,4,99,26.155678250514224
sem:Or-opt,"relocate,swap,twoopt,cross",RC203,RC,2,1135.6,4,44,22.940348598029647
sem:Swap,"relocate,oropt,twoopt,cross",RC203,RC,2,1119.5,4,58,21.197358449713104
sem:2-opt,"relocate,oropt,swap,cross",RC203,RC,2,1131.0,4,52,22.442351412796356
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC203,RC,2,1119.5,4,58,21.197358449713104
cumul:Relocate,relocate,RC204,RC,2,1024.5,4,17,30.759412890874284
cumul:Relocate+Or-opt,"relocate,oropt",RC204,RC,2,913.1,4,50,16.541161455009576
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC204,RC,2,913.1,4,50,16.541161455009576
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC204,RC,2,913.1,4,51,16.541161455009576
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC204,RC,2,913.1,4,54,16.541161455009576
sem:Relocate,"oropt,swap,twoopt,cross",RC204,RC,2,922.4,4,83,17.728142948308868
sem:Or-opt,"relocate,swap,twoopt,cross",RC204,RC,2,972.8,4,36,24.160816847479254
sem:Swap,"relocate,oropt,twoopt,cross",RC204,RC,2,913.1,4,53,16.541161455009576
sem:2-opt,"relocate,oropt,swap,cross",RC204,RC,2,913.1,4,54,16.541161455009576
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC204,RC,2,913.1,4,51,16.541161455009576
cumul:Relocate,relocate,RC205,RC,2,1652.6,5,22,43.20623916811091
cumul:Relocate+Or-opt,"relocate,oropt",RC205,RC,2,1472.5,5,43,27.599653379549395
cumul:Relocate+Or-opt+Swap,"relocate,oropt,swap",RC205,RC,2,1461.9,5,46,26.681109185441947
cumul:Relocate+Or-opt+Swap+2-opt,"relocate,oropt,swap,twoopt",RC205,RC,2,1460.0,5,49,26.51646447140381
cumul:Relocate+Or-opt+Swap+2-opt+Cross-exch.,"relocate,oropt,swap,twoopt,cross",RC205,RC,2,1412.9,5,60,22.435008665511273
sem:Relocate,"oropt,swap,twoopt,cross",RC205,RC,2,1395.5,5,136,20.92720970537262
sem:Or-opt,"relocate,swap,twoopt,cross",RC205,RC,2,1481.0,5,47,28.336221837088388
sem:Swap,"relocate,oropt,twoopt,cross",RC205,RC,2,1421.0,5,60,23.1369150779896
sem:2-opt,"relocate,oropt,swap,cross",RC205,RC,2,1414.8,5,57,22.599653379549387
sem:Cross-exch.,"relocate,oropt,swap,twoopt",RC205,RC,2,1460.0,5,49,26.51646447140381
cumul:Relocate,relocate,RC206,RC,2,1333.8,4,21,26.895633146227766
cumul:Relocate+Or-opt,"relocate,oropt",RC206,RC,2,1307.8,4,34,24.422034059556662
