instance,algorithm,bks,T_ms,primal_integral_mean,runs
R101,grasp,1637.7,15000,0.3812,5
R101,rgrasp,1637.7,15000,0.3633,5
R101,tabu,1637.7,15000,0.4329,1
R101,vnd,1637.7,15000,1.9723,1
RC101,grasp,1619.8,15000,2.3632,5
RC101,rgrasp,1619.8,15000,2.4363,5
RC101,tabu,1619.8,15000,2.7296,1
RC101,vnd,1619.8,15000,4.4018,1
R201,grasp,1143.2,15000,8.018,5
R201,rgrasp,1143.2,15000,8.2192,5
R201,tabu,1143.2,15000,8.1502,1
R201,vnd,1143.2,15000,16.5938,1
