algorithm,instance,family,type,dist_mean,dist_best,dist_std,veh_mean,gap_mean,gap_best
vnd,RC105,RC,1,1599.6,1599.6,0.0,15.0,5.675,5.675
vnd,RC106,RC,1,1538.3,1538.3,0.0,14.0,12.064,12.064
vnd,RC107,RC,1,1330.3,1330.3,0.0,13.0,10.142,10.142
vnd,RC108,RC,1,1183.3,1183.3,0.0,11.0,6.202,6.202
vnd,RC201,RC,2,1541.1,1541.1,0.0,5.0,22.135,22.135
vnd,RC202,RC,2,1405.3,1405.3,0.0,4.0,28.655,28.655
vnd,RC203,RC,2,1119.5,1119.5,0.0,4.0,21.197,21.197
vnd,RC204,RC,2,913.1,913.1,0.0,4.0,16.541,16.541
vnd,RC205,RC,2,1412.9,1412.9,0.0,5.0,22.435,22.435
vnd,RC206,RC,2,1218.2,1218.2,0.0,4.0,15.898,15.898
vnd,RC207,RC,2,1195.0,1195.0,0.0,4.0,24.104,24.104
vnd,RC208,RC,2,949.8,949.8,0.0,3.0,22.381,22.381
