elapsed_ms,best
0,1490.7
0,1456.3
0,1434.6
0,1414.1
0,1397.2
0,1384.5
0,1360.5
0,1348.3
0,1337
0,1325.8
0,1315.7
0,1280.8
0,1272.7
0,1265.2
0,1257.8
0,1249.3
0,1242.1
0,1228.6
0,1221.4
0,1215.6
0,1204.9
0,1200.2
0,1195.6
0,1191.5
0,1187.5
0,1184.4
0,1180.5
0,1176.4
0,1173.6
0,1171
0,1168.4
0,1165.9
0,1160.3
0,1158.6
0,1151.9
0,1150.5
0,1149.2
0,1148
0,1140.9
0,1139.3
0,1138.3
0,1137.4
0,1135.9
0,1131.3
0,1127.5
0,1118.7
0,1115.9
0,1112.2
0,1109.5
0,1079.6
0,1077.6
0,1076.3
0,1075.3
0,1074.4
0,1073.3
0,1072.2
0,1071.6
0,1070.4
0,1069.9
0,1058.1
0,1057.2
0,1056.7
0,1055.3
0,1050.3
0,1048.4
0,1046.8
0,1046.5
0,1046.2
0,1046
0,1044
0,1028.6
0,1028.2
0,1026
0,1025.3
