elapsed_ms,best
7,886.2
15,857.2
22,829.7
30,808.9
38,790.8
47,773
55,760
63,745.7
71,736
79,728.9
87,723.1
95,717.5
103,698.9
111,695.1
118,692.4
126,683.2
134,672.3
141,664.3
149,662
157,637.8
165,635.3
173,603.9
181,602.3
925,600.7
934,593.6
942,592
950,590.5
958,589.1
966,588.7
