elapsed_ms,best
8,1366.8
16,1331
24,1297.2
32,1279.9
39,1267.9
47,1249.8
55,1238.5
62,1227.2
70,1216.3
77,1205.6
85,1195.4
93,1183.7
100,1174.1
108,1166.3
115,1158.4
123,1152.6
130,1143.8
138,1136.6
145,1130.8
153,1125
161,1119.5
168,1114.8
176,1110.9
183,1107.1
190,1104.1
198,1092.3
205,1090
212,1087.8
219,1085.5
227,1084
234,1080.4
241,1079.2
248,1078.2
255,1074.8
263,1074.2
270,1073.8
277,1073.5
284,1073.2
291,1073.1
298,1073
421,1071.9
428,1062.1
435,1054.6
443,1048.9
450,1045.6
457,1043.5
465,1041.5
472,1039.6
480,1038.4
488,1037.7
495,1036.2
503,1033.9
511,1033.5
864,1024.3
871,1013.2
879,1004.5
886,997.5
893,992.8
900,988.9
907,985.7
914,983.1
922,980.8
929,976.1
936,974.5
943,973.3
950,973.2
986,971.3
994,970.7
1001,970.4
1008,970.1
1117,967.3
1125,965.2
1132,963.6
1139,962.6
1146,962.5
1153,962.4
1424,961
1432,958.3
1439,955.7
1446,953.2
1453,950.7
1460,948.8
1467,947.3
1474,945.9
1481,944.7
1489,943.6
1496,942.5
1503,941.4
1510,940.1
1517,939.8
2541,939.4
2548,936.4
2555,934.6
2562,933.6
2569,932.9
2576,932.3
2583,932.2
2597,931.6
7508,928.5
7515,925.9
7522,923.8
7529,922.4
7536,922.1
7543,922
13876,921.9
13883,921.6
13890,921.5
