elapsed_ms,best
9,1136.2
17,1119
26,1105.8
35,1095.5
43,1083.2
52,1069.5
60,1057.1
69,1046.4
77,1022.7
85,1013.1
93,1006.5
102,999.3
110,989
118,982.5
127,976.3
135,970.5
143,964
151,959.2
160,954.9
168,951
176,948.4
184,942.3
192,939.7
201,937.6
209,932.2
217,930.4
225,928.7
233,927
241,925.3
250,923.9
258,922.7
266,921.7
274,919.9
283,919
291,918.2
299,917.6
307,917
315,916.8
324,916.7
332,916
1650,913.1
1659,906.1
1667,900.3
1676,897.5
1684,895.3
1693,893.2
1701,891.7
1710,890.5
1718,889.3
1727,888.3
1735,887.4
1744,886.8
1752,886.6
1761,886.5
1778,885.2
1812,882.9
1820,881.9
1829,881.7
4409,881.2
4418,879.5
4426,878.1
4435,876.8
4444,875.6
4452,874.4
4461,873.4
4469,871.9
4478,871.3
5125,865.8
5134,863.2
5142,861
5151,859.2
5159,857.9
5168,856.7
5176,856.1
5184,855.6
5193,855.2
5201,851.6
5209,847.8
5218,847.5
10647,847.3
10655,844.1
10664,842.8
10672,842.2
10680,840.2
10689,839.7
10697,839.6
10714,839
