elapsed_ms,best
4,1423.6
9,1396.1
13,1374.8
18,1358.9
22,1344.6
27,1335
32,1326.9
36,1321.5
41,1317.2
45,1313.3
50,1310.3
54,1307.4
58,1304.9
63,1300.8
67,1299.5
72,1298.2
76,1297.2
80,1293.2
85,1290.4
89,1289.6
94,1289.1
98,1288.7
116,1288.2
120,1288
125,1287.3
134,1282.2
138,1281.1
143,1280.8
180,1276.8
184,1270
189,1266.3
193,1261.5
198,1252.5
202,1249.1
207,1246.1
211,1244.9
216,1244.1
220,1242.9
225,1242.3
229,1240.6
234,1229.4
238,1228.8
242,1228.4
251,1222.3
269,1219.8
273,1219.7
1165,1218.4
1170,1213.5
1174,1209.1
1178,1203.6
1183,1201.5
1187,1199.8
1192,1199.2
1196,1198.7
1200,1198.4
1214,1197.8
1218,1196
1223,1194.7
1227,1194
1232,1193.8
4672,1191.5
4676,1189.4
4681,1188.1
4686,1186.9
4690,1186.3
4695,1185.8
4700,1185.7
4705,1185.6
8084,1184.3
8088,1179.6
8092,1176.5
8096,1175
8100,1174
8104,1173.1
