elapsed_ms,best
4,1193.6
9,1184.5
14,1170.4
19,1165.2
24,1154.4
29,1150.2
34,1146.4
38,1142.8
43,1139.3
48,1132.4
53,1129.9
58,1127.5
63,1125.6
67,1123.7
72,1121.8
77,1120
81,1118.4
86,1117.3
91,1116.5
95,1115.1
100,1115
119,1114.7
123,1113.7
217,1110.5
221,1099.8
226,1091.7
230,1087.1
235,1083.5
240,1080.4
244,1077.4
249,1074.2
254,1071.9
259,1069.4
263,1062.3
268,1043.1
273,1041.7
278,1040.3
282,1037.2
287,1036.1
292,1035.5
296,1035.1
301,1034.2
306,1033.8
311,1028.9
315,1026.7
320,1025.1
330,1016.7
334,1010.2
339,1008
344,1007.3
355,1006.1
375,1005.6
382,1004.9
389,1003.6
405,1000.7
410,999.9
476,997.9
480,993.8
485,989.8
490,987.8
494,985.9
499,984.8
504,984.1
509,983.4
2377,982.5
2382,979.5
2387,977.4
2392,976.9
2397,976.4
2402,976.1
2406,974.3
2411,974
2416,973.9
