elapsed_ms,best
5,922.6
10,907.4
15,895.1
20,886
26,880.9
31,865.9
36,862.1
41,858.3
47,855
52,852.7
57,851
62,849.6
67,848.8
73,848.1
78,847.5
125,827.3
