elapsed_ms,best
4,1797.5
8,1768.8
13,1740.4
17,1722.3
22,1706.4
26,1691.6
31,1679.8
35,1669.4
39,1657.1
44,1649.4
48,1642.9
53,1637.2
57,1631.7
61,1629.6
66,1626.2
70,1624.8
74,1612.5
79,1611.4
83,1608.9
87,1606.7
91,1605.7
95,1598.8
100,1598.3
104,1596.8
108,1596.4
112,1596
116,1595.7
121,1583.4
125,1571.7
129,1567.2
134,1567
148,1559.4
152,1558.8
256,1558.2
260,1553.6
265,1549.2
269,1546.5
273,1545.4
277,1544.2
282,1543.6
286,1543.4
2614,1542.1
2618,1535
2622,1529.3
2627,1525.9
2631,1524.6
2635,1523
2640,1521.8
2644,1521.6
2666,1521.5
2670,1517.7
2675,1517.5
2688,1516
2692,1514.9
