elapsed_ms,best
8,1002.1
17,994.4
25,987.9
34,981.5
42,975.5
50,969.7
58,964.4
67,961.5
75,959.2
83,947.6
91,942.3
99,938
107,930.3
115,927.9
123,925.8
131,924.2
139,922.2
148,910.7
156,905.8
164,902.4
172,898.5
180,894
188,891.6
195,890.5
203,885.6
211,885.1
219,884.7
243,882.5
251,882.2
283,877.9
291,875.1
299,874.5
307,874.2
1003,869.7
1011,868
1019,866.6
1027,865.2
1035,864.1
1042,863.6
1050,863.5
2550,861
2558,857.8
2566,855.7
2573,854
2581,851.3
2589,849.9
2597,849.4
2652,848.9
2660,847.6
2668,846.6
2676,846.4
2849,845.1
2857,842.7
2865,840.8
2872,836
2880,833
2888,830.5
2896,826.1
2904,826
6044,825.7
6052,822.5
6060,821.4
6068,820.3
6076,819.8
6084,819.7
12275,819.4
12283,818.8
20359,818.7
20367,817
20375,815.3
20384,814.8
20392,814.5
20400,813.6
