elapsed_ms,best
0,1237.5
0,1230.8
0,1222.6
0,1211
0,1204.4
0,1198.7
0,1191.5
0,1185.9
0,1180.3
0,1174.7
0,1169.8
0,1159.3
0,1154.5
0,1150
0,1146.3
0,1142.8
0,1139.6
0,1136.6
0,1133.8
0,1127.7
0,1120.4
0,1117.2
0,1114.3
0,1112.6
0,1111.1
0,1107.8
0,1106.4
0,1100.7
0,1099.6
0,1098.5
0,1098.2
0,1095.6
0,1094.6
0,1093.2
0,1090.9
0,1089.7
0,1088
0,1087.5
0,1086
0,1085.8
0,1085.7
0,1085.5
0,1084.7
0,1083.2
0,1079.4
0,1078.8
0,1078.3
0,1078.1
0,1074.5
0,1074.3
0,1073.9
0,1071.9
0,1071.3
0,1069.9
0,1064.7
0,1062
0,1060.2
0,1054.7
0,1051.6
0,1048.4
